"炼雀老磊","瘤开(矫)","瘤开(焙)","乞闭 扁柯(∑C)","弥绊 扁柯(∑C)","弥历 扁柯(∑C)","傈斥 扁柯(∑C)","乞斥 扁柯(∑C)","乞斥 弥绊 扁柯(∑C)","乞斥 弥历 扁柯(∑C)","乞闭 碍荐樊(mm)","傈斥 碍荐樊(mm)","乞斥 碍荐樊(mm)","乞闭 老炼矫埃(hr)","傈斥 老炼矫埃(hr)","乞斥 老炼矫埃(hr)","乞闭 老荤樊(MJ/С)","傈斥 老荤樊(MJ/С)","乞斥 老荤樊(MJ/С)","乞闭 嚼档(%)","傈斥 嚼档(%)","乞斥 嚼档(%)","乞闭 款樊(1/10)","傈斥 款樊(1/10)","乞斥 款樊(1/10)","乞闭 利汲樊(cm)","傈斥 利汲樊(cm)","乞斥 利汲樊(cm)","乞闭 鉴埃弥措浅加(m/s)","傈斥 鉴埃弥措浅加(m/s)","乞斥 鉴埃弥措浅加(m/s)"
"20241221","措备","合备","2.0","5.6","-1.2","-6.4","0.0","0.0","0.0","1.3","0.0","0.0","1.9","9.0","0.0","5.22","11.27","0.0","65.0","46.5","0.0","7.1","0.1","0.0","0.0","0.0","0.0","13.9","12.0","0.0"
"20241220","措备","合备","1.8","8.1","-2.9","-2.3","0.0","0.0","0.0","0.0","0.1","0.0","4.6","6.8","0.0","8.4","9.51","0.0","56.6","59.9","0.0","7.3","4.0","0.0","0.0","0.6","0.0","6.8","11.5","0.0"
"20241219","措备","合备","0.3","7.6","-5.2","0.3","0.0","0.0","0.0","0.0","0.0","0.0","8.8","2.9","0.0","10.91","6.3","0.0","46.6","39.4","0.0","1.8","7.0","0.0","0.0","0.0","0.0","7.7","5.0","0.0"
"20241218","措备","合备","0.6","4.2","-1.4","-2.8","0.0","0.0","0.0","0.0","0.0","0.0","8.9","5.8","0.0","11.25","8.92","0.0","43.1","43.1","0.0","1.3","8.5","0.0","0.0","0.0","0.0","10.6","8.8","0.0"
"20241217","措备","合备","4.1","8.0","1.3","-5.1","0.0","0.0","0.0","0.0","0.0","0.0","8.8","9.0","0.0","10.86","11.67","0.0","43.6","43.8","0.0","3.0","0.1","0.0","0.0","0.0","0.0","11.8","11.7","0.0"
"20241216","措备","合备","3.9","9.4","0.1","2.4","0.0","0.0","0.0","0.0","0.1","0.0","8.9","2.8","0.0","10.98","5.73","0.0","42.1","59.0","0.0","2.4","7.9","0.0","0.0","0.0","0.0","9.6","19.5","0.0"
"20241215","措备","合备","2.9","5.5","-0.4","8.6","0.0","0.0","0.0","0.0","31.5","0.0","0.1","0.0","0.0","3.53","0.58","0.0","61.6","94.3","0.0","7.5","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0"
"20241214","措备","合备","2.0","5.6","-1.0","9.2","0.0","0.0","0.0","0.0","23.3","0.0","8.9","0.2","0.0","11.24","1.85","0.0","43.9","88.5","0.0","0.1","9.5","0.0","0.0","0.0","0.0","12.3","7.1","0.0"
"20241213","措备","合备","3.7","7.8","0.7","8.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6","5.7","0.0","5.81","8.76","0.0","35.6","76.4","0.0","5.8","4.1","0.0","0.0","0.0","0.0","9.9","5.6","0.0"
"20241212","措备","合备","3.3","8.8","-2.4","9.2","0.0","0.0","0.0","0.0","0.9","0.0","7.9","1.1","0.0","10.77","3.75","0.0","46.3","72.0","0.0","2.9","7.9","0.0","0.0","0.0","0.0","8.5","8.1","0.0"
"20241211","措备","合备","4.2","11.5","-0.6","12.4","0.0","0.0","0.0","0.0","31.2","0.0","6.1","0.0","0.0","8.83","0.83","0.0","57.3","88.6","0.0","4.8","9.4","0.0","0.0","0.0","0.0","5.6","10.6","0.0"
"20241210","措备","合备","4.4","9.9","-0.6","11.2","0.0","0.0","0.0","0.0","0.0","0.0","8.9","6.6","0.0","11.36","9.34","0.0","48.3","76.6","0.0","0.9","3.6","0.0","0.0","0.0","0.0","8.2","8.6","0.0"
"20241209","措备","合备","3.7","8.7","-3.1","12.1","0.0","0.0","0.0","0.0","0.0","0.0","9.0","8.3","0.0","11.12","9.21","0.0","52.1","76.4","0.0","1.8","2.0","0.0","0.0","0.0","0.0","9.3","4.8","0.0"
"20241208","措备","合备","2.6","6.4","0.0","9.2","0.0","0.0","0.0","0.0","0.0","0.0","9.0","8.3","0.0","11.63","10.16","0.0","42.8","64.5","0.0","0.6","0.0","0.0","0.0","0.0","0.0","12.8","5.8","0.0"
"20241207","措备","合备","3.9","7.9","1.6","7.6","0.0","0.0","0.0","0.0","0.0","0.0","7.2","8.8","0.0","9.69","10.76","0.0","48.6","40.4","0.0","1.6","0.0","0.0","0.0","0.0","0.0","10.7","14.0","0.0"
"20241206","措备","合备","6.4","9.8","3.2","5.7","0.0","0.0","0.0","0.0","0.9","0.0","8.1","4.5","0.0","10.28","6.85","0.0","46.4","68.1","0.0","2.5","3.1","0.0","0.0","0.0","0.0","10.8","10.0","0.0"
"20241205","措备","合备","5.5","9.8","0.4","5.5","0.0","0.0","0.0","0.0","0.0","0.0","2.6","8.1","0.0","5.96","10.67","0.0","55.4","51.5","0.0","5.4","3.3","0.0","0.0","0.0","0.0","11.1","3.7","0.0"
"20241204","措备","合备","4.6","9.2","0.9","3.8","0.0","0.0","0.0","0.0","0.0","0.0","9.0","8.9","0.0","11.24","11.4","0.0","40.6","51.9","0.0","3.3","2.9","0.0","0.0","0.0","0.0","11.2","5.1","0.0"
"20241203","措备","合备","6.4","10.1","3.1","4.5","0.0","0.0","0.0","0.0","0.0","0.0","5.4","8.9","0.0","9.69","11.87","0.0","36.4","47.3","0.0","5.6","0.3","0.0","0.0","0.0","0.0","9.6","7.5","0.0"
"20241202","措备","合备","10.8","18.6","2.7","3.9","0.0","0.0","0.0","0.0","0.0","0.0","9.0","7.4","0.0","10.84","10.84","0.0","63.1","55.5","0.0","0.5","2.9","0.0","0.0","0.0","0.0","8.4","9.0","0.0"
"20241201","措备","合备","8.2","15.1","2.2","1.2","0.0","0.0","0.0","0.0","0.0","0.0","7.8","9.1","0.0","9.77","11.99","0.0","69.5","47.4","0.0","4.6","0.3","0.0","0.0","0.0","0.0","2.9","10.7","0.0"
"20241130","措备","合备","7.5","11.9","4.1","0.2","0.0","0.0","0.0","0.0","0.0","0.0","6.5","9.1","0.0","9.71","12.53","0.0","53.9","41.8","0.0","2.5","0.3","0.0","0.0","0.0","0.0","12.8","10.2","0.0"
"20241129","措备","合备","5.3","8.0","2.4","5.0","0.0","0.0","0.0","0.0","0.0","0.0","5.1","1.7","0.0","8.38","6.27","0.0","57.0","57.4","0.0","6.4","6.8","0.0","0.0","0.0","0.0","11.5","12.9","0.0"
"20241128","措备","合备","6.0","9.7","2.5","6.2","0.0","0.0","0.0","0.0","0.0","0.0","6.9","8.5","0.0","9.28","12.01","0.0","57.8","46.5","0.0","5.0","1.3","0.0","0.0","0.0","0.0","13.6","14.1","0.0"
"20241127","措备","合备","5.1","7.6","2.6","8.2","0.0","0.0","0.0","0.0","0.1","0.0","3.2","1.4","0.0","7.8","5.01","0.0","60.9","71.4","0.0","7.0","7.1","0.0","0.0","0.0","0.0","12.6","7.0","0.0"
"20241126","措备","合备","9.3","12.7","5.5","4.8","0.0","0.0","0.0","18.3","0.0","0.0","1.7","5.9","0.0","4.9","8.81","0.0","64.5","45.3","0.0","7.0","6.5","0.0","0.0","0.0","0.0","13.9","6.0","0.0"
"20241125","措备","合备","9.2","15.8","2.4","1.3","0.0","0.0","0.0","0.2","0.0","0.0","7.1","9.3","0.0","10.2","12.78","0.0","73.5","31.0","0.0","5.3","0.0","0.0","0.0","0.0","0.0","6.6","10.4","0.0"
"20241124","措备","合备","8.0","15.0","3.8","3.9","0.0","0.0","0.0","0.0","0.0","0.0","6.3","9.3","0.0","10.71","12.96","0.0","74.5","36.6","0.0","4.1","0.5","0.0","0.0","0.0","0.0","3.5","14.2","0.0"
"20241123","措备","合备","5.9","13.0","-0.2","13.6","0.0","0.0","0.0","0.0","0.0","0.0","7.1","8.4","0.0","10.29","10.66","0.0","71.5","54.1","0.0","2.1","2.9","0.0","0.0","0.0","0.0","8.3","13.2","0.0"
"20241122","措备","合备","8.2","14.5","3.2","9.0","0.0","0.0","0.0","0.0","0.0","0.0","9.3","9.1","0.0","12.34","12.3","0.0","52.8","67.4","0.0","0.6","1.9","0.0","0.0","0.0","0.0","9.6","4.9","0.0"
"20241121","措备","合备","8.9","15.4","3.6","7.3","0.0","0.0","0.0","0.0","0.0","0.0","5.8","9.5","0.0","8.56","12.68","0.0","71.8","59.1","0.0","1.1","0.0","0.0","0.0","0.0","0.0","6.0","4.9","0.0"
"20241120","措备","合备","8.6","14.3","2.7","8.5","0.0","0.0","0.0","0.0","0.0","0.0","8.3","6.9","0.0","10.82","11.1","0.0","65.9","45.9","0.0","3.8","0.0","0.0","0.0","0.0","0.0","7.2","7.5","0.0"
"20241119","措备","合备","6.6","13.2","-0.5","8.7","0.0","0.0","0.0","0.0","0.0","0.0","6.8","8.8","0.0","11.21","12.4","0.0","67.5","57.3","0.0","4.0","1.0","0.0","0.0","0.0","0.0","5.2","8.6","0.0"
"20241118","措备","合备","5.0","10.6","1.1","3.4","0.0","0.0","0.0","0.0","0.7","0.0","9.6","9.1","0.0","13.59","13.0","0.0","38.0","57.9","0.0","0.0","1.6","0.0","0.0","1.1","0.0","11.7","15.9","0.0"
"20241117","措备","合备","12.5","16.5","6.9","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.7","0.0","2.2","11.49","0.0","50.6","59.0","0.0","8.6","5.6","0.0","0.0","0.0","0.0","8.6","11.8","0.0"
"20241116","措备","合备","16.4","23.0","11.3","5.5","0.0","0.0","0.0","0.0","9.9","0.0","8.5","0.1","0.0","11.65","3.68","0.0","75.5","85.5","0.0","3.3","7.9","0.0","0.0","0.0","0.0","3.7","4.9","0.0"
"20241115","措备","合备","14.6","17.8","12.5","7.4","0.0","0.0","0.0","0.0","0.0","0.0","0.1","9.1","0.0","3.53","12.9","0.0","84.0","63.6","0.0","9.0","0.6","0.0","0.0","0.0","0.0","4.8","8.0","0.0"
"20241114","措备","合备","12.8","17.9","7.7","7.3","0.0","0.0","0.0","0.0","0.0","0.0","1.7","9.3","0.0","6.77","13.52","0.0","80.4","55.1","0.0","6.5","1.3","0.0","0.0","0.0","0.0","3.0","8.3","0.0"
"20241113","措备","合备","13.1","20.0","6.5","5.3","0.0","0.0","0.0","0.0","0.0","0.0","8.2","9.7","0.0","12.63","14.31","0.0","71.5","41.1","0.0","2.4","0.0","0.0","0.0","0.0","0.0","7.7","9.8","0.0"
"20241112","措备","合备","13.8","21.4","9.2","4.8","0.0","0.0","0.0","0.0","0.0","0.0","9.3","8.6","0.0","12.67","13.81","0.0","69.6","48.3","0.0","0.4","1.0","0.0","0.0","0.0","0.0","7.3","11.8","0.0"
"20241111","措备","合备","13.9","20.4","9.3","5.9","0.0","0.0","0.0","0.0","0.0","0.0","6.6","4.6","0.0","11.27","9.14","0.0","81.6","44.8","0.0","4.0","3.6","0.0","0.0","0.0","0.0","6.6","9.2","0.0"
"20241110","措备","合备","12.6","16.8","9.7","10.3","0.0","0.0","0.0","0.0","10.9","0.0","0.0","3.9","0.0","5.08","9.87","0.0","88.1","49.9","0.0","7.3","5.8","0.0","0.0","0.0","0.0","2.9","11.2","0.0"
"20241109","措备","合备","12.7","18.8","7.5","13.7","0.0","0.0","0.0","0.0","0.1","0.0","5.4","6.4","0.0","11.23","11.72","0.0","82.4","71.0","0.0","6.3","6.3","0.0","0.0","0.0","0.0","6.1","5.5","0.0"
"20241108","措备","合备","12.4","20.4","5.6","9.5","0.0","0.0","0.0","0.0","0.0","0.0","9.1","9.7","0.0","12.99","13.49","0.0","77.8","58.5","0.0","4.0","1.6","0.0","0.0","0.0","0.0","6.9","3.9","0.0"
"20241107","措备","合备","9.3","18.6","1.6","11.4","0.0","0.0","0.0","0.0","0.0","0.0","9.3","8.7","0.0","13.91","14.45","0.0","68.9","41.1","0.0","1.6","0.6","0.0","0.0","0.0","0.0","3.3","14.0","0.0"
"20241106","措备","合备","9.4","14.7","4.4","18.4","0.0","0.0","0.0","0.0","8.2","0.0","9.9","2.3","0.0","15.13","4.69","0.0","39.5","59.5","0.0","0.0","7.3","0.0","0.0","0.0","0.0","9.0","14.1","0.0"
"20241105","措备","合备","12.4","18.5","8.2","19.8","0.0","0.0","0.0","0.0","1.6","0.0","6.4","0.8","0.0","11.67","6.87","0.0","57.6","77.9","0.0","2.5","9.1","0.0","0.0","0.0","0.0","8.7","6.4","0.0"
"20241104","措备","合备","15.2","21.7","9.8","18.4","0.0","0.0","0.0","0.0","0.1","0.0","4.9","5.0","0.0","10.51","11.27","0.0","70.1","75.8","0.0","3.5","8.1","0.0","0.0","0.0","0.0","7.6","8.6","0.0"
"20241103","措备","合备","14.6","21.7","9.9","18.6","0.0","0.0","0.0","0.0","0.0","0.0","7.1","9.9","0.0","13.39","14.42","0.0","82.5","65.4","0.0","2.1","2.1","0.0","0.0","0.0","0.0","4.7","8.6","0.0"
"20241102","措备","合备","16.2","22.5","13.0","17.7","0.0","0.0","0.0","18.9","0.0","0.0","2.6","9.6","0.0","8.66","13.69","0.0","83.4","72.1","0.0","6.4","0.5","0.0","0.0","0.0","0.0","6.4","3.5","0.0"
"20241101","措备","合备","14.0","15.3","12.6","15.7","0.0","0.0","0.0","13.0","0.0","0.0","0.0","9.9","0.0","1.71","13.41","0.0","94.5","68.1","0.0","9.9","0.0","0.0","0.0","0.0","0.0","5.8","3.3","0.0"
"20241031","措备","合备","15.0","21.3","9.3","14.9","0.0","0.0","0.0","0.0","0.0","0.0","6.4","9.9","0.0","11.95","14.94","0.0","80.3","64.1","0.0","5.6","0.0","0.0","0.0","0.0","0.0","3.9","6.0","0.0"
"20241030","措备","合备","14.7","22.7","9.2","14.5","0.0","0.0","0.0","0.0","0.0","0.0","9.8","9.9","0.0","14.39","14.61","0.0","76.1","70.0","0.0","0.1","0.8","0.0","0.0","0.0","0.0","3.8","6.0","0.0"
"20241029","措备","合备","14.5","19.9","10.7","13.7","0.0","0.0","0.0","0.0","0.0","0.0","3.3","10.0","0.0","10.07","15.12","0.0","76.4","70.4","0.0","5.3","1.6","0.0","0.0","0.0","0.0","5.2","5.1","0.0"
"20241028","措备","合备","14.6","16.6","12.9","13.9","0.0","0.0","0.0","0.9","0.0","0.0","1.5","8.7","0.0","4.18","14.31","0.0","88.0","69.9","0.0","8.4","0.3","0.0","0.0","0.0","0.0","8.0","5.3","0.0"
"20241027","措备","合备","14.5","17.4","10.9","14.7","0.0","0.0","0.0","2.8","0.0","0.0","0.5","4.6","0.0","4.94","9.64","0.0","89.0","73.4","0.0","9.0","2.3","0.0","0.0","0.0","0.0","4.8","8.5","0.0"
"20241026","措备","合备","16.6","21.6","12.5","16.2","0.0","0.0","0.0","0.0","0.0","0.0","5.5","9.8","0.0","11.34","13.5","0.0","77.4","75.3","0.0","4.1","1.3","0.0","0.0","0.0","0.0","8.6","7.4","0.0"
"20241025","措备","合备","15.0","20.6","8.4","15.9","0.0","0.0","0.0","0.0","0.0","0.0","5.5","10.0","0.0","12.63","15.45","0.0","78.6","71.4","0.0","4.8","0.0","0.0","0.0","0.0","0.0","7.2","6.7","0.0"
"20241024","措备","合备","13.8","21.0","7.6","14.7","0.0","0.0","0.0","0.0","0.0","0.0","10.4","8.8","0.0","16.66","14.99","0.0","66.1","69.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","6.5","5.1","0.0"
"20241023","措备","合备","16.8","20.4","12.5","14.2","0.0","0.0","0.0","0.0","0.0","0.0","9.0","9.6","0.0","16.05","15.03","0.0","60.4","70.1","0.0","2.5","0.8","0.0","0.0","0.0","0.0","13.1","6.3","0.0"
"20241022","措备","合备","17.1","18.4","15.0","12.6","0.0","0.0","0.0","23.0","0.0","0.0","0.0","8.3","0.0","2.5","14.93","0.0","95.3","60.4","0.0","10.0","5.1","0.0","0.0","0.0","0.0","4.1","10.3","0.0"
"20241021","措备","合备","15.2","17.7","11.8","12.1","0.0","0.0","0.0","5.3","0.0","0.0","0.2","7.4","0.0","4.56","13.68","0.0","77.0","53.3","0.0","9.4","1.3","0.0","0.0","0.0","0.0","4.1","10.3","0.0"
"20241020","措备","合备","14.4","15.7","12.1","13.8","0.0","0.0","0.0","0.0","3.2","0.0","0.1","8.1","0.0","5.79","16.39","0.0","57.5","54.3","0.0","9.1","3.6","0.0","0.0","0.0","0.0","10.3","13.8","0.0"
"20241019","措备","合备","-99.0","23.0","13.2","16.4","0.0","0.0","0.0","5.4","0.8","0.0","1.2","2.4","0.0","6.63","9.79","0.0","0.0","71.0","0.0","8.9","7.1","0.0","0.0","0.0","0.0","11.9","6.2","0.0"
"20241018","措备","合备","20.5","24.3","17.6","15.1","0.0","0.0","0.0","16.1","0.0","0.0","1.2","10.6","0.0","7.52","17.07","0.0","87.8","63.8","0.0","8.9","1.6","0.0","0.0","0.0","0.0","5.5","5.3","0.0"
"20241017","措备","合备","18.7","23.5","15.2","15.0","0.0","0.0","0.0","0.0","0.0","0.0","3.4","10.7","0.0","10.59","18.12","0.0","81.9","52.5","0.0","6.9","0.0","0.0","0.0","0.0","0.0","7.1","6.7","0.0"
"20241016","措备","合备","19.4","24.6","16.4","16.0","0.0","0.0","0.0","0.0","0.0","0.0","5.7","9.0","0.0","13.14","16.53","0.0","80.9","64.0","0.0","6.5","1.0","0.0","0.0","0.0","0.0","5.7","8.4","0.0"
"20241015","措备","合备","19.1","21.0","17.3","16.6","0.0","0.0","0.0","7.5","0.0","0.0","0.0","6.8","0.0","3.7","14.06","0.0","93.4","68.5","0.0","9.1","2.9","0.0","0.0","0.0","0.0","4.5","9.7","0.0"
"20241014","措备","合备","18.7","21.7","16.5","17.1","0.0","0.0","0.0","14.1","0.2","0.0","0.0","7.3","0.0","4.87","14.45","0.0","85.6","76.3","0.0","9.6","5.9","0.0","0.0","0.0","0.0","5.1","7.6","0.0"
"20241013","措备","合备","17.9","24.0","10.4","17.7","0.0","0.0","0.0","0.0","0.0","0.0","6.4","6.2","0.0","14.26","14.16","0.0","73.3","68.0","0.0","5.3","8.6","0.0","0.0","0.0","0.0","8.0","3.9","0.0"
"20241012","措备","合备","17.8","25.4","12.2","16.0","0.0","0.0","0.0","0.0","0.0","0.0","10.5","9.0","0.0","17.55","17.37","0.0","68.9","66.4","0.0","0.0","3.9","0.0","0.0","0.0","0.0","5.5","5.0","0.0"
"20241011","措备","合备","18.1","25.2","12.4","16.2","0.0","0.0","0.0","0.0","0.0","0.0","10.4","8.8","0.0","17.73","17.48","0.0","70.9","67.9","0.0","0.5","2.3","0.0","0.0","0.0","0.0","4.5","7.9","0.0"
"20241010","措备","合备","17.5","24.3","11.5","17.6","0.0","0.0","0.0","0.0","0.0","0.0","9.9","7.4","0.0","17.51","15.6","0.0","71.5","69.0","0.0","1.6","4.6","0.0","0.0","0.0","0.0","3.7","6.6","0.0"
"20241009","措备","合备","17.2","22.4","13.2","18.3","0.0","0.0","0.0","0.0","1.0","0.0","6.1","2.8","0.0","15.44","10.6","0.0","75.3","73.1","0.0","3.6","7.3","0.0","0.0","0.0","0.0","8.9","3.8","0.0"
"20241008","措备","合备","17.9","24.6","13.8","17.3","0.0","0.0","0.0","5.8","0.0","0.0","6.9","0.1","0.0","15.19","6.18","0.0","79.8","70.8","0.0","5.6","9.0","0.0","0.0","0.0","0.0","7.7","8.8","0.0"
"20241007","措备","合备","17.4","19.4","15.9","17.1","0.0","0.0","0.0","0.9","0.0","0.0","0.2","2.6","0.0","7.1","10.85","0.0","78.8","68.5","0.0","10.0","9.3","0.0","0.0","0.0","0.0","5.8","7.8","0.0"
"20241006","措备","合备","18.1","22.4","14.6","16.5","0.0","0.0","0.0","3.2","0.0","0.0","0.4","9.5","0.0","7.71","18.53","0.0","82.4","53.5","0.0","9.5","6.8","0.0","0.0","0.0","0.0","3.8","4.7","0.0"
"20241005","措备","合备","17.2","23.8","11.0","16.7","0.0","0.0","0.0","0.0","0.0","0.0","9.2","8.7","0.0","17.65","18.99","0.0","75.3","38.6","0.0","3.1","4.8","0.0","0.0","0.0","0.0","6.0","13.7","0.0"
"20241004","措备","合备","17.3","23.1","12.6","19.1","0.0","0.0","0.0","0.0","0.0","0.0","9.2","8.0","0.0","18.0","17.69","0.0","72.8","69.8","0.0","2.0","5.8","0.0","0.0","0.0","0.0","7.0","7.6","0.0"
"20241003","措备","合备","16.6","20.7","14.1","16.1","0.0","0.0","0.0","9.9","0.5","0.0","0.0","0.3","0.0","4.91","7.06","0.0","70.4","81.6","0.0","10.0","7.3","0.0","0.0","0.0","0.0","7.5","3.3","0.0"
"20241002","措备","合备","17.3","21.6","14.3","17.6","0.0","0.0","0.0","0.0","0.0","0.0","10.1","9.7","0.0","19.56","19.92","0.0","43.3","62.3","0.0","6.0","2.6","0.0","0.0","0.0","0.0","10.0","5.8","0.0"
"20241001","措备","合备","21.1","28.2","16.6","19.2","0.0","0.0","0.0","0.0","0.0","0.0","5.1","10.6","0.0","13.58","20.41","0.0","65.4","59.1","0.0","7.0","2.1","0.0","0.0","0.0","0.0","11.0","9.2","0.0"
"20240930","措备","合备","21.3","28.8","15.0","20.0","0.0","0.0","0.0","0.0","3.5","0.0","10.5","5.9","0.0","19.54","14.16","0.0","70.6","71.6","0.0","1.4","5.4","0.0","0.0","0.0","0.0","4.1","8.4","0.0"
"20240929","措备","合备","21.3","26.1","17.4","21.8","0.0","0.0","0.0","0.0","0.0","0.0","6.6","5.8","0.0","15.88","15.32","0.0","74.1","74.6","0.0","4.1","5.4","0.0","0.0","0.0","0.0","8.6","3.8","0.0"
"20240928","措备","合备","21.8","25.9","19.2","23.6","0.0","0.0","0.0","0.1","0.0","0.0","3.0","7.6","0.0","10.57","16.87","0.0","81.6","69.8","0.0","5.8","3.1","0.0","0.0","0.0","0.0","9.8","8.0","0.0"
"20240927","措备","合备","23.4","29.7","20.4","23.8","0.0","0.0","0.0","0.0","0.0","0.0","4.6","2.2","0.0","14.22","10.1","0.0","77.6","79.6","0.0","5.8","8.1","0.0","0.0","0.0","0.0","7.9","6.6","0.0"
"20240926","措备","合备","23.3","29.0","18.1","20.8","0.0","0.0","0.0","0.0","17.9","0.0","7.1","0.0","0.0","16.25","2.33","0.0","72.9","95.0","0.0","5.9","10.0","0.0","0.0","0.0","0.0","3.4","4.9","0.0"
"20240925","措备","合备","22.5","28.2","17.3","21.1","0.0","0.0","0.0","0.0","0.9","0.0","9.7","0.9","0.0","17.43","10.92","0.0","74.0","78.4","0.0","4.5","9.5","0.0","0.0","0.0","0.0","5.1","7.4","0.0"
"20240924","措备","合备","19.7","25.7","13.6","20.4","0.0","0.0","0.0","0.0","0.0","0.0","7.7","8.8","0.0","19.38","19.68","0.0","75.6","66.3","0.0","5.6","4.6","0.0","0.0","0.0","0.0","7.2","10.0","0.0"
"20240923","措备","合备","19.7","23.6","15.2","19.9","0.0","0.0","0.0","0.0","0.0","0.0","10.0","6.8","0.0","21.11","16.32","0.0","60.9","74.0","0.0","3.5","5.4","0.0","0.0","0.0","0.0","9.3","9.2","0.0"
"20240922","措备","合备","22.1","25.4","19.9","21.1","0.0","0.0","0.0","0.0","0.0","0.0","1.7","8.4","0.0","10.33","16.79","0.0","75.8","73.1","0.0","8.8","4.0","0.0","0.0","0.0","0.0","9.0","6.2","0.0"
"20240921","措备","合备","21.2","25.4","19.7","19.5","0.0","0.0","0.0","87.6","3.4","0.0","0.0","0.0","0.0","3.05","6.12","0.0","95.6","91.0","0.0","10.0","9.5","0.0","0.0","0.0","0.0","10.7","9.7","0.0"
"20240920","措备","合备","26.2","28.2","25.2","22.0","0.0","0.0","0.0","16.4","36.6","0.0","0.0","0.0","0.0","2.67","3.97","0.0","90.5","89.4","0.0","9.6","9.5","0.0","0.0","0.0","0.0","4.0","8.6","0.0"
"20240919","措备","合备","29.0","34.0","24.5","25.2","0.0","0.0","0.0","0.0","0.0","0.0","4.1","8.7","0.0","14.32","18.52","0.0","72.4","71.4","0.0","5.9","6.8","0.0","0.0","0.0","0.0","4.0","6.5","0.0"
