"조회일자","지역(시)","지역(군)","평균 기온(°C)","최고 기온(°C)","최저 기온(°C)","전년 기온(°C)","평년 기온(°C)","평년 최고 기온(°C)","평년 최저 기온(°C)","평균 강수량(mm)","전년 강수량(mm)","평년 강수량(mm)","평균 일조시간(hr)","전년 일조시간(hr)","평년 일조시간(hr)","평균 일사량(MJ/㎡)","전년 일사량(MJ/㎡)","평년 일사량(MJ/㎡)","평균 습도(%)","전년 습도(%)","평년 습도(%)","평균 운량(1/10)","전년 운량(1/10)","평년 운량(1/10)","평균 적설량(cm)","전년 적설량(cm)","평년 적설량(cm)","평균 순간최대풍속(m/s)","전년 순간최대풍속(m/s)","평년 순간최대풍속(m/s)"
"20241202","대전","유성구","8.3","15.9","2.9","2.8","3.4","9.0","-1.2","0.0","0.0","1.8","5.1","2.2","5.2","7.75","6.8","0.0","75.6","61.4","70.3","2.3","6.5","4.4","0.0","0.0","0.0","10.0","7.3","1.3"
"20241201","대전","유성구","7.6","13.0","2.4","-1.7","3.9","9.5","-0.6","0.0","0.0","1.6","3.5","8.7","5.1","6.66","11.66","0.0","80.0","58.8","70.1","6.0","1.3","4.4","0.0","0.0","0.0","5.0","9.9","1.3"
"20241130","대전","유성구","5.3","9.9","-0.7","-2.1","4.3","9.9","-0.2","0.0","0.0","1.3","4.1","8.1","5.1","7.22","12.04","0.0","73.3","49.8","69.8","3.0","2.1","4.4","0.0","0.0","0.0","5.9","8.9","1.2"
"20241129","대전","유성구","2.2","5.2","-1.1","2.4","4.5","10.0","0.1","0.4","0.0","1.7","4.1","3.2","4.9","7.09","7.34","0.0","81.1","66.8","70.1","7.0","6.9","4.6","0.0","0.0","0.0","5.8","12.2","1.3"
"20241128","대전","유성구","3.2","9.0","0.3","3.4","4.8","10.1","0.4","4.7","0.0","1.8","2.6","6.8","4.7","5.02","10.42","0.0","79.6","59.4","70.4","9.0","4.0","4.8","0.5","0.0","0.0","13.1","11.2","1.3"
"20241127","대전","유성구","2.3","6.0","0.0","7.0","5.0","10.3","0.6","3.8","3.0","1.5","1.4","0.8","4.7","4.88","3.19","0.0","75.5","82.1","70.0","8.8","6.6","4.8","0.5","0.0","0.0","13.7","13.1","1.4"
"20241126","대전","유성구","7.6","11.2","4.1","4.2","5.2","10.6","0.7","18.0","0.4","1.6","1.5","4.4","4.7","4.78","8.54","0.0","72.4","49.9","70.2","8.9","7.1","4.9","0.0","0.0","0.0","12.6","4.1","1.4"
"20241125","대전","유성구","9.7","17.2","1.3","-1.2","5.5","10.9","0.8","0.3","0.0","1.7","7.5","9.0","4.8","10.98","12.73","0.0","66.8","38.0","70.5","4.8","0.0","4.8","0.0","0.0","0.0","10.1","6.4","1.4"
"20241124","대전","유성구","6.6","14.9","0.5","1.2","5.7","11.2","0.8","0.0","0.0","1.3","8.8","7.4","5.0","12.3","11.25","0.0","67.0","47.3","69.8","0.8","1.3","4.6","0.0","0.0","0.0","4.7","12.7","1.4"
"20241123","대전","유성구","5.3","13.2","-0.4","12.8","5.7","11.4","0.7","0.0","0.0","1.3","8.0","7.8","5.3","11.91","10.75","0.0","62.0","59.0","68.8","1.9","3.6","4.4","0.0","0.0","0.0","4.8","14.2","1.4"
"20241122","대전","유성구","7.2","12.8","2.2","7.9","5.7","11.4","0.7","0.0","0.0","1.3","8.9","9.0","5.5","12.67","12.28","0.0","54.1","72.6","68.0","0.0","2.6","4.4","0.0","0.0","0.0","7.7","7.2","1.4"
"20241121","대전","유성구","9.8","14.4","4.4","6.2","5.7","11.4","0.6","0.0","0.0","1.3","4.2","9.1","5.5","7.55","12.96","0.0","69.4","58.4","67.4","4.4","0.0","4.3","0.0","0.0","0.0","5.2","4.4","1.4"
"20241120","대전","유성구","6.7","12.7","0.3","6.0","5.7","11.3","0.7","0.0","0.0","1.3","5.4","9.2","5.6","9.12","12.87","0.0","67.0","58.4","66.7","6.5","0.0","4.3","0.0","0.0","0.0","3.7","5.6","1.5"
"20241119","대전","유성구","5.4","13.8","-2.0","7.8","6.0","11.6","1.1","0.0","0.0","1.7","6.9","5.2","5.4","10.95","9.09","0.0","59.3","67.6","67.0","4.0","3.4","4.4","0.0","0.0","0.0","4.1","8.5","1.5"
"20241118","대전","유성구","2.6","8.1","-0.7","1.6","6.3","11.9","1.5","0.0","0.8","1.8","9.2","3.1","5.4","13.99","7.9","0.0","34.4","67.6","66.8","0.5","4.8","4.4","0.0","2.5","0.0","8.0","10.8","1.5"
"20241117","대전","유성구","9.1","15.4","2.9","2.5","6.6","12.2","1.8","0.0","1.0","1.6","0.3","3.4","5.5","4.44","6.25","0.0","51.6","71.8","67.1","5.8","6.1","4.4","0.0","0.6","0.0","10.8","13.9","1.5"
"20241116","대전","유성구","16.8","23.7","11.2","5.3","7.1","12.7","2.4","0.1","7.5","1.3","8.6","0.0","5.6","12.48","1.82","0.0","74.4","88.1","67.1","5.0","8.3","4.3","0.0","0.0","0.0","6.0","3.8","1.5"
"20241115","대전","유성구","14.8","20.2","12.0","7.0","7.7","13.3","2.9","5.5","0.0","1.5","5.5","8.1","5.3","10.26","11.74","0.0","78.6","68.5","68.1","5.4","2.9","4.4","0.0","0.0","0.0","7.0","6.7","1.4"
"20241114","대전","유성구","13.8","20.1","9.3","5.5","8.1","13.8","3.3","0.1","0.0","1.6","2.2","4.4","5.5","7.25","10.59","0.0","78.4","67.0","68.1","7.6","5.0","4.2","0.0","0.0","0.0","5.7","7.9","1.4"
"20241113","대전","유성구","13.1","21.8","6.0","2.4","8.6","14.3","3.9","0.0","0.0","1.6","9.2","9.4","5.4","13.02","13.97","0.0","71.9","58.3","69.0","2.3","0.0","4.3","0.0","0.0","0.0","4.8","8.2","1.5"
"20241112","대전","유성구","13.7","20.6","9.1","1.7","9.1","14.7","4.5","0.0","0.0","1.8","8.5","2.8","5.2","13.15","8.01","0.0","67.5","61.5","69.4","1.9","3.8","4.6","0.0","0.0","0.0","5.9","8.2","1.6"
"20241111","대전","유성구","13.3","21.6","6.9","1.7","9.4","15.0","4.6","0.0","0.0","2.1","9.1","4.7","5.2","12.95","7.13","0.0","74.8","54.4","69.2","0.5","4.0","4.6","0.0","0.0","0.0","3.4","4.6","1.6"
"20241110","대전","유성구","13.3","21.0","9.4","5.7","9.7","15.2","5.0","0.0","0.3","2.4","5.0","8.4","5.2","9.91","13.57","0.0","78.0","49.8","68.8","5.1","3.3","4.7","0.0","0.0","0.0","3.5","9.6","1.7"
"20241109","대전","유성구","12.4","19.9","6.7","11.5","10.1","15.7","5.3","0.0","8.3","2.2","6.4","2.5","5.0","12.08","7.0","0.0","76.9","73.8","69.7","3.8","6.8","4.9","0.0","0.0","0.0","4.3","8.0","1.7"
"20241108","대전","유성구","10.5","19.6","3.4","8.4","10.4","16.2","5.5","0.0","0.0","2.3","7.6","9.4","5.1","12.52","14.21","0.0","73.0","60.4","70.2","3.3","1.8","4.8","0.0","0.0","0.0","3.8","4.1","1.6"
"20241107","대전","유성구","7.7","16.8","0.6","8.3","10.6","16.7","5.4","0.0","0.0","2.3","9.5","8.1","5.4","14.73","14.53","0.0","66.9","55.1","71.0","0.3","2.8","4.5","0.0","0.0","0.0","3.8","10.0","1.5"
"20241106","대전","유성구","7.3","14.2","2.3","15.5","10.7","17.1","5.3","0.0","11.5","1.9","9.6","3.1","5.8","14.96","7.65","0.0","54.9","64.9","71.2","0.0","7.9","4.2","0.0","0.0","0.0","7.2","12.5","1.4"
"20241105","대전","유성구","9.8","15.7","5.3","19.3","10.7","17.4","5.1","0.0","7.5","1.2","7.7","2.4","6.1","14.02","8.7","0.0","56.4","75.4","71.4","2.9","8.5","3.7","0.0","0.0","0.0","8.4","12.2","1.3"
"20241104","대전","유성구","14.5","21.8","9.2","18.8","10.6","17.2","4.9","0.0","0.0","0.8","4.6","0.2","6.3","9.85","4.63","0.0","69.3","81.0","71.0","4.6","8.4","3.5","0.0","0.0","0.0","10.7","7.9","1.3"
"20241103","대전","유성구","16.2","23.7","10.8","19.3","10.4","17.0","4.8","0.0","0.0","0.7","8.8","5.0","6.5","14.25","10.66","0.0","76.4","69.4","70.6","1.0","7.0","3.4","0.0","0.0","0.0","4.9","8.5","1.3"
"20241102","대전","유성구","16.9","23.6","13.3","19.6","10.3","16.8","4.9","0.1","0.0","1.3","6.0","9.4","6.5","11.96","14.46","0.0","77.9","59.1","70.6","4.5","0.0","3.6","0.0","0.0","0.0","5.4","7.8","1.3"
"20241101","대전","유성구","13.3","15.4","11.4","18.1","10.4","16.7","5.1","1.6","0.0","1.4","0.0","3.3","6.4","2.11","7.0","0.0","88.1","68.8","70.4","9.1","6.3","3.7","0.0","0.0","0.0","6.1","8.1","1.4"
"20241031","대전","유성구","14.5","23.5","8.9","14.8","10.7","16.9","5.5","0.0","0.0","1.6","8.9","7.2","6.4","14.89","13.53","0.0","75.6","67.6","70.2","2.4","2.3","3.9","0.0","0.0","0.0","3.6","5.9","1.4"
"20241030","대전","유성구","14.7","21.6","9.7","14.1","11.0","17.2","5.8","0.0","0.0","1.8","9.6","9.6","6.4","14.96","14.52","0.0","76.8","72.1","70.5","0.3","1.3","4.1","0.0","0.0","0.0","5.0","3.9","1.4"
"20241029","대전","유성구","14.9","20.5","11.8","13.3","11.3","17.6","5.9","0.0","0.0","1.9","3.1","9.7","6.5","10.22","15.05","0.0","70.5","70.8","70.2","5.4","0.0","3.9","0.0","0.0","0.0","8.1","4.2","1.4"
"20241028","대전","유성구","14.8","17.5","12.1","13.3","11.5","17.9","6.3","0.0","0.0","1.3","0.4","7.5","6.7","5.37","12.91","0.0","81.3","74.1","69.4","7.5","2.4","3.7","0.0","0.0","0.0","8.5","6.8","1.4"
"20241027","대전","유성구","15.2","18.1","12.6","14.3","11.9","18.3","6.6","0.7","0.0","1.6","0.2","3.6","6.6","4.5","8.89","0.0","86.4","71.1","70.1","9.4","2.8","3.7","0.0","0.0","0.0","4.6","6.1","1.4"
"20241026","대전","유성구","17.2","24.2","10.5","16.6","12.3","18.6","7.0","0.0","0.0","1.5","9.8","6.9","6.6","16.37","12.63","0.0","74.4","77.5","70.6","0.8","4.5","3.6","0.0","0.0","0.0","9.1","7.0","1.4"
"20241025","대전","유성구","14.5","22.2","7.2","15.7","12.6","18.9","7.3","0.0","0.0","1.3","7.6","9.8","6.7","13.81","15.18","0.0","78.0","74.9","70.6","5.0","1.5","3.4","0.0","0.0","0.0","6.6","4.9","1.4"
"20241024","대전","유성구","12.0","19.2","6.4","14.0","13.0","19.3","7.8","0.0","0.0","1.7","10.0","6.2","6.6","16.32","12.63","0.0","76.0","77.1","71.0","0.1","5.1","3.7","0.0","0.0","0.0","7.4","4.3","1.5"
"20241023","대전","유성구","13.7","18.6","9.1","13.7","13.5","19.7","8.3","1.2","0.0","2.2","5.1","7.3","6.3","12.53","12.92","0.0","72.3","75.5","72.3","4.5","1.6","3.8","0.0","0.0","0.0","10.1","4.3","1.5"
"20241022","대전","유성구","16.6","18.6","14.8","11.8","13.8","20.1","8.6","13.1","0.0","2.0","0.0","7.7","6.5","2.8","15.07","0.0","97.4","68.5","72.4","10.0","4.8","3.7","0.0","0.0","0.0","4.5","6.5","1.4"
"20241021","대전","유성구","13.9","18.9","8.5","10.6","14.0","20.3","8.7","0.4","0.0","1.9","0.7","8.6","6.6","6.66","14.23","0.0","85.0","59.8","72.1","8.1","1.4","3.7","0.0","0.0","0.0","3.4","8.5","1.4"
"20241020","대전","유성구","13.3","18.0","9.8","11.8","14.2","20.5","8.8","0.0","1.1","1.8","5.9","7.9","6.7","13.2","14.51","0.0","60.6","60.5","71.9","3.8","5.3","3.6","0.0","0.0","0.0","15.6","14.3","1.4"
"20241019","대전","유성구","17.6","22.9","13.2","15.2","14.3","20.7","8.9","1.9","11.1","1.2","0.0","0.1","6.9","3.66","4.06","0.0","84.4","85.9","71.9","9.0","9.3","3.5","0.0","0.0","0.0","11.7","5.4","1.4"
"20241018","대전","유성구","20.0","23.0","17.5","14.8","14.3","20.7","8.9","41.6","0.0","0.8","0.0","10.2","6.9","3.24","16.86","0.0","89.4","65.6","71.3","9.6","2.9","3.5","0.0","0.0","0.0","9.1","6.3","1.3"
"20241017","대전","유성구","19.1","25.3","15.2","13.3","14.3","20.7","8.9","0.0","0.0","0.9","6.3","10.4","6.9","13.99","18.04","0.0","78.6","63.8","70.9","6.4","0.0","3.6","0.0","0.0","0.0","7.1","4.8","1.4"
"20241016","대전","유성구","18.9","24.5","15.9","14.7","14.4","20.8","9.1","0.0","0.0","1.0","3.8","8.9","6.8","12.86","15.47","0.0","86.5","64.5","71.2","7.1","1.5","3.6","0.0","0.0","0.0","5.4","7.5","1.3"
"20241015","대전","유성구","18.3","20.1","16.8","15.1","14.6","20.9","9.3","33.5","0.0","1.2","0.0","7.0","6.8","2.77","13.53","0.0","96.9","75.6","71.5","9.5","2.4","3.9","0.0","0.0","0.0","3.0","9.5","1.3"
"20241014","대전","유성구","17.7","19.4","16.3","15.3","14.8","21.1","9.6","8.3","0.0","1.6","0.0","5.1","6.6","3.57","13.25","0.0","91.5","75.5","71.5","9.9","6.6","3.9","0.0","0.0","0.0","6.2","7.0","1.3"
"20241013","대전","유성구","17.7","24.4","10.9","16.4","15.2","21.4","9.9","0.0","0.0","1.8","6.2","4.9","6.7","12.77","12.57","0.0","73.8","69.9","71.7","5.8","8.3","4.0","0.0","0.0","0.0","7.3","5.4","1.4"
"20241012","대전","유성구","17.2","24.5","12.0","16.1","15.6","21.7","10.4","0.0","0.0","2.0","10.0","10.4","6.6","17.85","17.36","0.0","73.3","64.9","72.3","0.1","4.3","4.2","0.0","0.0","0.0","5.4","5.3","1.4"
"20241011","대전","유성구","17.6","24.2","12.5","16.6","15.9","22.0","10.7","0.0","0.0","2.0","9.9","10.6","6.7","17.32","18.11","0.0","75.9","65.4","72.1","0.4","2.0","4.2","0.0","0.0","0.0","5.3","8.5","1.4"
"20241010","대전","유성구","17.7","23.8","13.6","16.5","16.2","22.3","11.0","0.0","0.0","2.1","5.9","9.4","6.9","12.93","17.68","0.0","72.4","72.3","72.0","2.9","2.4","4.0","0.0","0.0","0.0","6.6","5.6","1.4"
"20241009","대전","유성구","18.5","24.8","12.6","17.3","16.4","22.5","11.2","0.0","0.0","1.8","10.0","3.2","6.9","17.34","12.39","0.0","70.4","70.0","72.3","3.8","7.9","4.1","0.0","0.0","0.0","7.8","5.5","1.4"
"20241008","대전","유성구","16.7","22.7","13.3","17.2","16.6","22.7","11.4","0.0","0.0","1.9","6.0","1.3","7.0","13.93","8.89","0.0","81.8","64.8","72.1","3.1","8.4","4.0","0.0","0.0","0.0","5.0","8.5","1.4"
"20241007","대전","유성구","17.0","20.5","13.7","15.7","16.6","22.7","11.5","2.3","0.0","2.1","1.0","2.5","7.1","8.24","10.49","0.0","85.3","70.9","71.8","9.4","8.9","4.1","0.0","0.0","0.0","4.1","6.5","1.4"
"20241006","대전","유성구","16.6","19.1","13.8","15.0","16.7","22.7","11.8","0.2","0.0","2.0","0.0","9.4","6.8","5.1","18.28","0.0","88.0","57.0","71.9","9.0","6.4","4.3","0.0","0.0","0.0","4.0","5.5","1.5"
"20241005","대전","유성구","17.2","23.9","11.0","14.5","17.0","22.8","12.1","0.0","0.0","2.0","9.6","10.7","6.7","17.74","20.32","0.0","74.1","42.6","72.2","3.9","3.3","4.6","0.0","0.0","0.0","5.8","13.1","1.5"
"20241004","대전","유성구","16.2","24.0","11.2","17.8","17.2","22.9","12.3","0.0","0.0","2.9","7.1","8.2","6.6","17.45","17.26","0.0","80.5","71.4","72.6","3.1","6.3","4.7","0.0","0.0","0.0","4.8","11.2","1.4"
"20241003","대전","유성구","12.9","15.5","10.0","15.2","17.5","23.2","12.7","4.0","0.0","3.0","0.2","1.6","6.2","4.46","7.92","0.0","87.3","79.5","73.7","7.3","5.3","5.0","0.0","0.0","0.0","4.7","3.4","1.4"
"20241002","대전","유성구","14.9","21.2","10.8","16.7","17.8","23.4","13.1","0.0","0.0","3.6","8.6","11.0","6.1","19.18","20.12","0.0","59.6","65.5","74.6","3.9","3.0","5.0","0.0","0.0","0.0","7.3","7.4","1.4"
"20241001","대전","유성구","17.0","21.9","12.9","17.8","18.1","23.6","13.6","2.0","0.0","4.5","1.1","10.9","6.0","3.98","20.81","0.0","81.0","60.9","75.0","7.5","0.9","5.2","0.0","0.0","0.0","8.1","9.9","1.4"
"20240930","대전","유성구","21.0","27.9","15.4","18.6","18.4","23.8","13.9","0.0","4.3","4.6","11.0","5.8","5.7","19.94","15.4","0.0","64.6","77.3","75.0","2.3","6.1","5.4","0.0","0.0","0.0","7.6","5.4","1.5"
"20240929","대전","유성구","22.8","27.8","18.7","20.2","18.6","24.1","14.1","0.0","0.0","4.4","8.9","1.4","5.9","16.77","12.76","0.0","64.4","74.3","74.5","2.1","8.9","5.3","0.0","0.0","0.0","10.0","4.8","1.5"
"20240928","대전","유성구","22.7","28.1","18.7","22.2","18.8","24.3","14.2","0.0","0.0","4.2","7.2","8.7","6.2","15.47","18.26","0.0","71.9","74.5","73.6","2.6","3.8","5.0","0.0","0.0","0.0","10.0","6.0","1.5"
"20240927","대전","유성구","23.0","28.6","19.7","21.5","19.0","24.6","14.3","0.0","1.4","2.9","9.0","0.3","6.3","18.44","5.25","0.0","72.8","89.0","73.3","2.6","9.5","5.0","0.0","0.0","0.0","5.4","4.8","1.5"
"20240926","대전","유성구","24.1","29.4","20.6","20.4","19.2","24.9","14.5","0.0","35.2","3.2","5.6","0.0","6.4","15.14","2.54","0.0","74.3","94.0","73.8","6.1","10.0","4.8","0.0","0.0","0.0","5.4","4.5","1.4"
"20240925","대전","유성구","23.2","28.5","18.4","21.4","19.3","25.0","14.6","0.0","4.0","3.4","8.6","2.9","6.5","16.24","13.23","0.0","72.0","74.0","73.9","5.3","9.1","4.6","0.0","0.0","0.0","5.8","8.6","1.4"
"20240924","대전","유성구","20.9","27.2","15.4","21.1","19.4","25.0","14.7","0.0","0.0","3.1","10.2","9.7","6.5","21.13","19.95","0.0","64.3","58.4","74.0","3.1","4.9","4.6","0.0","0.0","0.0","7.0","8.9","1.5"
"20240923","대전","유성구","21.0","25.8","17.3","19.5","19.5","25.0","14.9","0.0","0.0","4.0","11.3","6.0","6.4","22.27","15.04","0.0","59.6","72.9","74.4","1.3","6.0","4.7","0.0","0.0","0.0","10.1","8.8","1.5"
"20240922","대전","유성구","21.3","26.7","16.9","18.6","19.7","25.0","15.1","0.0","0.0","4.6","3.5","6.8","6.2","13.8","16.7","0.0","75.1","79.8","74.6","6.0","4.0","4.8","0.0","0.0","0.0","8.3","6.0","1.6"
"20240921","대전","유성구","21.4","25.4","19.5","18.4","20.0","25.3","15.3","131.2","3.0","3.6","0.0","0.0","6.4","1.84","6.85","0.0","95.9","89.3","73.7","10.0","8.5","4.8","0.0","0.0","0.0","9.4","6.7","1.6"
"20240920","대전","유성구","25.5","27.6","24.2","20.9","20.3","25.7","15.6","45.6","152.7","3.6","0.0","0.0","6.6","2.62","1.93","0.0","93.5","93.1","73.6","9.5","10.0","4.8","0.0","0.0","0.0","7.8","10.8","1.6"
"20240919","대전","유성구","28.5","34.0","23.9","23.6","20.7","25.9","16.1","0.0","0.0","5.1","4.9","5.7","6.5","16.45","15.78","0.0","76.0","78.8","73.7","6.8","7.8","5.0","0.0","0.0","0.0","4.1","3.7","1.7"
"20240918","대전","유성구","28.2","33.6","24.4","24.5","21.0","26.1","16.5","2.0","2.2","5.3","3.2","7.4","6.5","12.83","19.23","0.0","81.8","79.6","73.8","7.0","4.1","5.0","0.0","0.0","0.0","11.2","6.2","1.7"
