"炼雀老磊","瘤开(矫)","瘤开(焙)","乞闭 扁柯(∑C)","弥绊 扁柯(∑C)","弥历 扁柯(∑C)","傈斥 扁柯(∑C)","乞斥 扁柯(∑C)","乞斥 弥绊 扁柯(∑C)","乞斥 弥历 扁柯(∑C)","乞闭 碍荐樊(mm)","傈斥 碍荐樊(mm)","乞斥 碍荐樊(mm)","乞闭 老炼矫埃(hr)","傈斥 老炼矫埃(hr)","乞斥 老炼矫埃(hr)","乞闭 老荤樊(MJ/С)","傈斥 老荤樊(MJ/С)","乞斥 老荤樊(MJ/С)","乞闭 嚼档(%)","傈斥 嚼档(%)","乞斥 嚼档(%)","乞闭 款樊(1/10)","傈斥 款樊(1/10)","乞斥 款樊(1/10)","乞闭 利汲樊(cm)","傈斥 利汲樊(cm)","乞斥 利汲樊(cm)","乞闭 鉴埃弥措浅加(m/s)","傈斥 鉴埃弥措浅加(m/s)","乞斥 鉴埃弥措浅加(m/s)"
"20241206","何魂","秦款措备","7.9","11.3","4.4","11.1","6.6","11.1","2.8","0.0","0.7","1.5","4.8","5.1","6.5","7.04","8.31","0.0","45.3","47.5","50.1","3.8","4.0","3.1","0.0","0.0","0.0","13.6","14.0","3.2"
"20241205","何魂","秦款措备","7.8","11.6","4.1","10.5","6.9","11.4","3.1","0.0","0.0","1.8","5.5","8.2","6.5","9.32","10.59","0.0","49.0","39.1","50.0","2.9","4.0","3.2","0.0","0.0","0.0","12.8","6.8","3.2"
"20241204","何魂","秦款措备","6.7","11.5","3.3","8.6","7.3","11.9","3.5","0.0","0.0","1.8","9.3","9.2","6.5","12.51","12.75","0.0","44.3","38.9","50.3","1.0","2.8","3.2","0.0","0.0","0.0","12.5","9.2","3.2"
"20241203","何魂","秦款措备","9.4","13.6","5.1","7.9","7.9","12.5","4.1","0.0","0.0","1.4","7.4","9.2","6.5","10.98","12.44","0.0","37.0","40.5","51.1","6.3","0.0","3.2","0.0","0.0","0.0","15.2","10.1","3.2"
"20241202","何魂","秦款措备","13.9","18.8","9.3","5.2","8.4","13.0","4.7","0.0","0.0","1.6","8.8","9.4","6.3","12.18","12.99","0.0","60.1","44.6","52.7","0.9","2.3","3.3","0.0","0.0","0.0","13.3","12.6","3.1"
"20241201","何魂","秦款措备","11.3","16.4","6.4","2.4","8.9","13.4","5.2","0.0","0.0","1.3","8.5","9.4","6.1","11.23","13.11","0.0","59.8","37.3","53.4","3.5","0.3","3.6","0.0","0.0","0.0","7.1","14.9","3.0"
"20241130","何魂","秦款措备","8.7","14.2","4.8","2.6","9.2","13.7","5.5","0.0","0.0","1.1","9.0","8.7","6.0","12.93","13.18","0.0","49.4","31.3","54.2","0.3","2.0","3.6","0.0","0.0","0.0","11.7","14.4","3.0"
"20241129","何魂","秦款措备","6.6","9.4","3.9","6.9","9.3","13.8","5.6","0.0","0.0","1.1","5.1","0.6","6.0","9.28","6.13","0.0","56.0","43.5","54.1","2.3","7.0","3.6","0.0","0.0","0.0","14.5","13.4","3.0"
"20241128","何魂","秦款措备","6.9","11.3","3.5","8.6","9.4","13.9","5.9","0.0","0.0","1.0","7.1","8.3","5.9","10.71","11.49","0.0","54.3","33.1","54.5","2.3","0.6","3.8","0.0","0.0","0.0","16.6","13.8","3.1"
"20241127","何魂","秦款措备","6.6","9.9","4.5","11.4","9.6","14.2","5.9","0.0","0.0","2.1","3.7","2.3","6.1","9.09","6.73","0.0","50.3","53.9","54.7","4.6","5.4","3.7","0.0","0.0","0.0","19.8","12.4","3.1"
"20241126","何魂","秦款措备","11.6","16.1","6.7","8.0","9.7","14.4","6.0","29.1","0.0","2.1","1.4","3.0","6.2","4.3","7.64","0.0","63.0","32.9","54.9","6.9","4.8","3.5","0.0","0.0","0.0","15.0","9.4","3.2"
"20241125","何魂","秦款措备","13.3","17.7","9.0","4.3","10.0","14.7","6.3","0.3","0.0","2.1","3.0","9.5","6.3","8.12","13.78","0.0","61.4","32.0","54.7","6.5","0.6","3.5","0.0","0.0","0.0","9.5","13.7","3.2"
"20241124","何魂","秦款措备","11.5","17.3","8.4","6.1","10.1","14.9","6.4","0.0","0.0","2.0","5.8","9.5","6.4","10.76","13.98","0.0","63.9","26.4","54.1","2.6","0.4","3.4","0.0","0.0","0.0","8.4","17.1","3.1"
"20241123","何魂","秦款措备","10.9","16.8","7.5","16.2","10.2","15.0","6.3","0.0","0.0","2.0","8.1","8.6","6.6","12.83","10.99","0.0","56.9","56.5","53.0","3.1","2.5","3.3","0.0","0.0","0.0","9.4","15.3","3.0"
"20241122","何魂","秦款措备","11.2","15.5","8.5","14.9","10.1","15.0","6.3","0.0","0.0","1.1","9.2","9.5","6.7","13.74","13.5","0.0","45.3","61.4","51.7","0.0","2.5","3.1","0.0","0.0","0.0","12.2","10.7","3.0"
"20241121","何魂","秦款措备","12.5","17.1","8.8","12.6","10.2","15.0","6.4","0.0","0.0","1.2","9.2","9.7","6.7","13.11","14.16","0.0","54.4","54.1","51.5","0.0","0.0","3.3","0.0","0.0","0.0","12.3","10.7","3.1"
"20241120","何魂","秦款措备","11.5","16.9","8.2","11.0","10.2","14.9","6.4","0.0","0.0","1.9","8.5","9.7","6.7","13.39","14.12","0.0","53.4","47.9","51.3","3.0","0.0","3.2","0.0","0.0","0.0","10.4","8.7","3.1"
"20241119","何魂","秦款措备","10.6","14.4","7.1","9.2","10.4","15.1","6.6","0.0","0.0","2.0","2.8","9.6","6.6","9.47","14.09","0.0","61.5","48.9","52.1","5.0","0.0","3.3","0.0","0.0","0.0","11.2","12.0","3.1"
"20241118","何魂","秦款措备","8.5","13.4","5.0","4.6","10.7","15.4","7.0","0.0","0.3","1.9","9.7","9.5","6.7","14.71","14.41","0.0","38.4","45.3","52.7","0.0","0.3","3.4","0.0","0.3","0.0","17.9","17.2","3.1"
"20241117","何魂","秦款措备","15.1","19.5","9.5","7.2","11.0","15.7","7.3","0.0","0.0","1.6","1.6","7.5","6.7","6.1","13.0","0.0","50.5","50.3","53.2","7.8","2.9","3.5","0.0","0.0","0.0","12.9","14.2","3.2"
"20241116","何魂","秦款措备","19.1","24.4","16.5","9.9","11.5","16.1","7.8","0.0","11.7","1.3","8.0","0.0","6.7","12.33","4.67","0.0","71.1","65.5","53.9","3.3","7.8","3.5","0.0","0.0","0.0","7.4","15.2","3.1"
"20241115","何魂","秦款措备","17.2","20.3","15.4","10.6","12.0","16.6","8.3","0.2","0.0","0.7","0.3","9.8","6.6","4.06","14.17","0.0","71.8","46.4","55.3","9.0","0.0","3.7","0.0","0.0","0.0","8.8","10.8","3.1"
"20241114","何魂","秦款措备","17.0","21.6","14.0","8.8","12.3","16.9","8.7","0.0","0.0","0.9","4.1","9.9","6.8","10.4","15.12","0.0","63.0","38.3","55.9","6.0","1.8","3.5","0.0","0.0","0.0","7.4","11.6","3.1"
"20241113","何魂","秦款措备","16.6","21.7","14.3","6.5","12.7","17.3","9.1","0.0","0.0","1.2","5.6","10.0","6.7","9.71","15.52","0.0","59.6","28.3","57.8","1.8","0.0","3.6","0.0","0.0","0.0","9.7","14.3","3.2"
"20241112","何魂","秦款措备","17.2","21.8","14.6","6.7","13.0","17.6","9.5","0.0","0.0","1.6","9.7","8.0","6.3","13.49","13.89","0.0","56.6","34.3","59.5","0.0","2.6","3.9","0.0","0.0","0.0","11.9","14.2","3.3"
"20241111","何魂","秦款措备","17.3","23.1","13.0","9.6","13.2","17.7","9.7","0.0","0.0","1.8","8.2","8.0","6.3","12.77","13.31","0.0","66.8","37.3","59.8","1.3","2.4","3.9","0.0","0.0","0.0","9.2","11.6","3.4"
"20241110","何魂","秦款措备","16.8","19.9","15.1","13.9","13.4","17.9","9.9","0.0","1.4","2.7","0.0","4.0","6.2","4.9","10.17","0.0","68.0","46.8","60.2","8.3","6.0","4.1","0.0","0.0","0.0","6.9","11.8","3.4"
"20241109","何魂","秦款措备","17.0","22.2","13.3","17.8","13.8","18.4","10.3","0.0","0.0","2.8","8.0","7.5","6.0","13.53","12.59","0.0","61.6","63.4","61.5","5.1","6.8","4.3","0.0","0.0","0.0","8.2","8.0","3.4"
"20241108","何魂","秦款措备","16.0","20.7","13.8","14.5","14.2","18.9","10.8","0.0","0.0","2.6","5.3","9.9","6.0","10.47","15.05","0.0","65.4","46.6","61.6","6.6","3.0","4.3","0.0","0.0","0.0","6.2","5.9","3.3"
"20241107","何魂","秦款措备","15.0","21.6","9.3","13.3","14.6","19.3","11.1","0.0","0.0","2.8","7.6","10.0","6.2","14.45","15.7","0.0","57.6","34.9","61.9","3.9","0.5","4.2","0.0","0.0","0.0","7.3","22.0","3.1"
"20241106","何魂","秦款措备","11.8","16.9","8.3","18.7","14.7","19.6","11.1","0.0","11.5","2.6","10.0","0.8","6.6","16.73","3.82","0.0","30.5","60.4","61.2","0.0","6.5","3.8","0.0","0.0","0.0","16.0","21.3","3.0"
"20241105","何魂","秦款措备","14.7","20.0","11.1","20.4","14.7","19.8","11.1","0.0","0.0","1.4","4.6","0.4","7.0","10.73","6.47","0.0","57.8","76.6","59.8","3.6","8.6","3.3","0.0","0.0","0.0","12.2","7.7","2.9"
"20241104","何魂","秦款措备","18.0","23.3","14.1","19.8","14.5","19.5","10.7","0.0","3.6","1.2","9.7","2.7","7.2","15.49","7.38","0.0","67.0","72.8","59.1","1.6","8.5","3.0","0.0","0.0","0.0","9.1","6.2","2.8"
"20241103","何魂","秦款措备","17.7","22.5","14.6","20.7","14.3","19.3","10.5","0.0","0.0","1.3","10.0","10.0","7.3","15.83","15.35","0.0","63.9","65.5","58.3","0.1","1.1","3.0","0.0","0.0","0.0","9.0","8.6","2.8"
"20241102","何魂","秦款措备","17.8","20.9","16.0","20.2","14.2","19.1","10.4","27.2","0.0","1.2","1.6","10.0","7.2","7.46","15.73","0.0","79.1","66.3","57.6","5.9","0.0","3.1","0.0","0.0","0.0","15.1","13.4","2.9"
"20241101","何魂","秦款措备","15.5","17.8","13.6","18.8","14.3","19.1","10.6","42.3","0.0","1.2","0.0","9.9","7.1","1.78","15.26","0.0","88.8","61.9","57.5","10.0","0.0","3.2","0.0","0.0","0.0","10.5","13.0","3.0"
"20241031","何魂","秦款措备","18.5","23.2","16.0","18.4","14.5","19.4","10.9","0.0","0.0","1.5","2.9","10.0","7.0","10.05","16.06","0.0","65.8","52.8","58.3","8.4","0.0","3.4","0.0","0.0","0.0","8.0","8.6","3.1"
"20241030","何魂","秦款措备","17.9","24.1","13.9","17.1","14.9","19.7","11.3","0.0","0.0","1.7","9.9","9.9","6.9","15.35","15.49","0.0","64.5","60.6","58.8","3.3","1.1","3.5","0.0","0.0","0.0","8.5","8.5","3.1"
"20241029","何魂","秦款措备","17.3","22.4","14.6","16.6","15.2","20.0","11.6","0.0","0.0","2.3","4.7","9.8","7.2","11.86","17.16","0.0","67.8","55.0","58.9","6.6","1.0","3.4","0.0","0.0","0.0","11.3","7.1","3.1"
"20241028","何魂","秦款措备","17.0","20.6","14.7","16.6","15.5","20.3","11.9","0.3","0.0","2.0","2.5","9.6","7.3","6.88","16.19","0.0","75.6","55.3","58.9","7.5","1.3","3.3","0.0","0.0","0.0","13.0","7.2","3.0"
"20241027","何魂","秦款措备","17.4","21.4","15.6","17.0","15.8","20.7","12.1","5.4","0.0","2.0","2.2","8.3","7.4","6.39","14.73","0.0","76.3","54.5","59.7","8.4","1.6","3.3","0.0","0.0","0.0","9.4","10.3","3.0"
"20241026","何魂","秦款措备","19.4","24.6","16.4","19.5","16.0","20.9","12.4","0.0","0.0","1.9","9.1","9.9","7.3","15.44","15.53","0.0","66.4","53.9","60.6","2.9","1.4","3.3","0.0","0.0","0.0","11.0","9.3","2.9"
"20241025","何魂","秦款措备","19.0","23.4","15.5","18.5","16.2","21.0","12.6","0.0","0.0","2.0","6.4","10.1","7.3","13.48","16.75","0.0","69.8","55.3","60.4","6.5","0.0","3.4","0.0","0.0","0.0","12.7","7.8","3.0"
"20241024","何魂","秦款措备","16.3","22.8","10.8","17.2","16.4","21.1","12.9","0.0","0.0","2.0","10.0","7.5","6.9","17.87","15.52","0.0","64.8","52.0","61.3","0.9","3.8","3.8","0.0","0.0","0.0","12.6","8.8","3.1"
"20241023","何魂","秦款措备","18.0","21.7","13.7","17.4","16.7","21.3","13.3","0.0","0.0","2.6","9.0","10.1","6.7","17.54","17.42","0.0","58.5","52.0","62.6","2.5","0.6","4.0","0.0","0.0","0.0","14.9","8.2","3.1"
"20241022","何魂","秦款措备","20.2","21.2","18.8","15.0","16.9","21.4","13.6","105.7","0.0","3.1","0.0","6.5","6.5","1.73","13.63","0.0","94.4","40.4","63.3","10.0","5.9","4.2","0.0","0.0","0.0","11.1","9.7","3.2"
"20241021","何魂","秦款措备","19.8","23.4","16.5","13.7","17.1","21.6","13.8","0.4","0.0","3.1","1.5","9.7","6.5","9.93","17.87","0.0","73.3","35.5","63.2","8.4","0.0","4.4","0.0","0.0","0.0","10.4","16.1","3.2"
"20241020","何魂","秦款措备","15.7","17.9","13.6","14.8","17.3","21.9","14.0","0.0","0.5","2.9","0.4","7.6","6.6","6.11","16.49","0.0","60.1","43.5","63.1","8.3","3.6","4.3","0.0","0.0","0.0","15.1","14.6","3.2"
"20241019","何魂","秦款措备","20.1","26.0","14.3","19.5","17.5","22.2","14.0","1.5","0.0","2.0","2.7","4.7","6.9","7.39","13.08","0.0","81.3","63.1","62.3","8.4","6.6","4.0","0.0","0.0","0.0","16.2","12.6","3.1"
"20241018","何魂","秦款措备","22.9","25.2","20.6","18.6","17.5","22.3","14.0","22.1","0.0","1.6","0.1","10.1","7.0","4.16","18.31","0.0","85.8","55.0","61.1","9.8","1.1","3.9","0.0","0.0","0.0","19.9","9.5","3.0"
"20241017","何魂","秦款措备","21.0","23.4","18.6","16.7","17.6","22.4","14.0","0.0","0.0","1.4","1.0","10.2","7.3","7.74","18.98","0.0","74.1","45.5","60.6","8.5","0.0","3.8","0.0","0.0","0.0","8.1","11.0","2.9"
"20241016","何魂","秦款措备","21.9","26.4","18.8","18.7","17.8","22.6","14.2","0.0","0.0","1.5","6.6","10.2","7.2","14.19","18.6","0.0","71.3","46.3","60.9","5.8","0.0","3.6","0.0","0.0","0.0","9.2","8.5","2.9"
"20241015","何魂","秦款措备","21.8","24.3","19.7","18.4","18.0","22.8","14.5","18.6","0.0","1.6","0.1","9.9","7.1","4.52","18.69","0.0","92.4","50.8","61.2","9.8","0.1","3.8","0.0","0.0","0.0","12.1","12.1","2.9"
"20241014","何魂","秦款措备","21.8","25.3","19.4","19.7","18.3","23.0","14.8","33.2","0.0","2.2","0.1","6.6","7.0","6.29","16.25","0.0","81.0","54.6","62.0","9.6","4.3","4.0","0.0","0.0","0.0","8.2","9.5","2.9"
"20241013","何魂","秦款措备","21.5","26.4","17.6","20.2","18.6","23.3","15.2","0.0","0.0","2.5","6.6","6.5","7.0","16.18","16.04","0.0","67.9","51.6","62.8","5.4","7.6","4.0","0.0","0.0","0.0","10.7","7.7","3.0"
"20241012","何魂","秦款措备","21.1","26.0","17.1","19.3","19.0","23.6","15.6","0.0","0.0","2.4","10.0","7.6","6.8","18.56","14.78","0.0","65.4","45.5","63.8","1.0","1.8","4.1","0.0","0.0","0.0","7.1","8.8","3.0"
"20241011","何魂","秦款措备","20.8","25.9","16.4","19.8","19.1","23.7","15.7","0.0","0.0","2.4","9.3","9.4","6.9","18.1","17.94","0.0","66.4","44.5","64.1","1.4","0.5","4.2","0.0","0.0","0.0","6.3","9.3","3.1"
"20241010","何魂","秦款措备","19.8","25.6","16.6","19.5","19.2","23.8","15.9","0.0","0.0","3.2","4.6","7.9","6.7","14.34","18.32","0.0","63.9","56.4","64.8","3.9","5.8","4.2","0.0","0.0","0.0","7.7","9.4","3.1"
"20241009","何魂","秦款措备","19.3","23.9","16.6","19.6","19.3","23.8","16.1","0.0","0.0","3.2","4.7","2.0","6.6","13.04","9.67","0.0","66.4","67.9","65.0","3.8","9.0","4.4","0.0","0.0","0.0","11.7","10.7","3.1"
"20241008","何魂","秦款措备","19.5","25.2","15.9","18.7","19.3","23.9","16.1","0.1","0.3","3.2","3.6","0.0","6.5","11.44","4.51","0.0","74.5","62.1","65.2","5.8","8.5","4.6","0.0","0.0","0.0","9.9","10.3","3.1"
"20241007","何魂","秦款措备","17.3","20.8","15.7","19.3","19.3","23.8","16.1","5.0","2.5","4.0","0.0","1.0","6.3","7.33","10.42","0.0","86.4","55.8","64.9","10.0","9.4","4.9","0.0","0.0","0.0","9.5","9.5","3.1"
"20241006","何魂","秦款措备","19.6","23.5","17.9","18.2","19.5","23.9","16.3","4.0","0.0","3.7","0.1","5.9","6.2","5.62","16.67","0.0","79.5","41.6","64.8","8.5","7.3","5.1","0.0","0.0","0.0","8.1","9.0","3.1"
"20241005","何魂","秦款措备","21.1","26.4","17.2","18.4","19.7","24.2","16.5","0.0","0.0","2.6","7.2","7.7","6.5","17.02","19.59","0.0","62.6","31.0","64.9","5.4","4.0","5.1","0.0","0.0","0.0","9.6","11.0","3.1"
"20241004","何魂","秦款措备","19.0","24.3","14.5","21.2","19.9","24.4","16.7","0.3","0.0","3.6","8.2","9.4","6.7","17.67","20.29","0.0","69.5","54.1","65.3","2.0","6.1","4.9","0.0","0.0","0.0","9.1","7.6","3.0"
"20241003","何魂","秦款措备","17.7","20.0","15.3","19.7","20.2","24.6","17.0","12.2","0.9","3.6","0.0","0.0","6.7","4.81","4.83","0.0","76.5","61.9","66.4","9.9","9.0","5.0","0.0","0.0","0.0","12.7","8.1","3.0"
"20241002","何魂","秦款措备","19.3","24.3","17.0","20.4","20.4","24.8","17.3","0.0","0.0","4.2","6.9","10.1","6.5","18.04","20.65","0.0","42.1","42.1","67.4","7.6","5.1","5.1","0.0","0.0","0.0","14.9","8.2","3.0"
"20241001","何魂","秦款措备","23.7","28.7","20.6","21.0","20.5","24.7","17.5","0.0","0.0","5.2","5.9","9.2","6.1","16.82","20.97","0.0","65.4","51.0","68.9","6.9","2.4","5.4","0.0","0.0","0.0","12.2","8.5","3.1"
"20240930","何魂","秦款措备","24.0","29.3","20.3","20.3","20.5","24.6","17.6","0.0","1.2","6.0","9.4","1.8","5.5","19.96","6.96","0.0","72.3","69.3","69.8","1.3","7.9","5.7","0.0","0.0","0.0","8.4","13.8","3.1"
"20240929","何魂","秦款措备","23.2","27.2","21.1","24.3","20.6","24.7","17.8","0.0","0.0","5.3","7.6","9.7","5.4","17.59","20.91","0.0","64.6","55.8","69.9","3.0","3.1","5.7","0.0","0.0","0.0","12.8","6.9","3.2"
"20240928","何魂","秦款措备","24.3","29.2","21.9","25.1","20.8","24.9","17.9","0.2","0.0","4.6","4.0","9.7","5.6","14.54","20.54","0.0","74.3","61.1","68.9","3.4","1.1","5.6","0.0","0.0","0.0","11.7","9.9","3.2"
"20240927","何魂","秦款措备","25.2","30.0","22.8","25.1","21.0","25.1","18.0","0.0","0.0","3.2","6.4","5.0","5.9","17.29","15.35","0.0","75.0","70.6","68.9","5.8","6.1","5.4","0.0","0.0","0.0","9.8","8.1","3.1"
"20240926","何魂","秦款措备","25.4","30.3","21.8","23.6","21.2","25.4","18.1","0.0","0.6","3.8","8.9","0.1","6.2","19.57","5.49","0.0","70.5","77.6","68.3","4.1","8.8","5.1","0.0","0.0","0.0","6.1","6.5","3.2"
"20240925","何魂","秦款措备","24.0","27.9","20.9","23.7","21.2","25.5","18.2","0.0","0.0","3.5","3.2","3.2","6.3","13.32","14.56","0.0","68.4","64.8","68.8","6.1","8.1","5.0","0.0","0.0","0.0","8.7","10.4","3.2"
"20240924","何魂","秦款措备","22.4","28.2","19.0","22.8","21.2","25.4","18.3","0.0","0.0","3.4","5.2","8.5","6.2","16.53","19.37","0.0","69.8","58.0","69.4","5.5","5.3","5.1","0.0","0.0","0.0","11.1","12.0","3.3"
"20240923","何魂","秦款措备","21.3","25.9","18.9","21.7","21.3","25.4","18.4","0.0","0.0","3.9","9.6","6.3","5.9","21.22","17.14","0.0","62.0","57.3","70.3","3.3","7.5","5.3","0.0","0.0","0.0","12.3","11.5","3.4"
"20240922","何魂","秦款措备","21.6","24.3","19.9","22.1","21.4","25.5","18.6","0.8","0.0","4.1","0.1","6.8","5.9","7.89","18.51","0.0","83.1","63.3","70.0","9.0","6.3","5.4","0.0","0.0","0.0","11.6","7.0","3.5"
