연도,구분,누적 설비용량(MW),월,발전량,지역,sunshine_hr,solar_mj,hum,temp_c,rain_mm,cloud,일수,util,연월,util_anom,sunshine_hr_anom,solar_mj_anom,hum_anom,temp_c_anom,rain_mm_anom,cloud_anom,pred_base,resid_base,pred_inter,resid_inter
2022,서울,48,2,4584.52,서울,203.8,376.05,54.660714285714285,-1.1291666666666669,5.9,3.1235119047619047,28,14.212921626984128,2022-02,1.643755469566356,30.725000000000023,38.92500000000001,-5.768049568965516,-3.0634582820197043,-16.275,-0.9852986453201971,1.9311463864415805,-0.28739091687522444,1.9363409239500768,-0.29258545438372074
2022,울산,125,2,8846.09,울산,242.7,0.0,36.86904761904762,2.608928571428572,2.2,3.044776119402985,28,10.531059523809525,2022-02,2.5286306868509296,61.75,-147.65,-15.846366995073893,-2.4564860426929394,-38.9,-1.3102738260603193,2.2412397699757864,0.2873909168751432,2.236045232467241,0.29258545438368877
2023,서울,50,2,4506.49,서울,198.2,363.91,58.767857142857146,2.3062499999999995,1.0,3.424107142857143,28,13.412172619047618,2023-02,0.8430064616298463,25.125,26.785000000000025,-1.6609067118226548,0.37195838464696207,-21.174999999999997,-0.6847034072249589,0.25097278632944753,0.5920336753003987,0.32721470378012363,0.5157917578497226
2023,울산,148,2,7163.67,울산,171.5,343.1,53.19047619047619,5.189434523809524,28.0,4.589285714285714,28,7.202853523166024,2023-02,-0.7995753137925714,-9.449999999999989,195.45000000000002,0.47506157635467616,0.12401990968801258,-13.100000000000001,0.23423576882241015,-0.20754163849227297,-0.5920336753002984,-0.2837835559428075,-0.5157917578497639
2024,서울,50,2,3197.74,서울,109.3,259.99,72.77011494252874,3.83433908045977,74.69999999999999,6.021551724137931,29,9.18890804597701,2024-02,-3.380258111440762,-63.77499999999999,-77.13499999999999,12.341351087848935,1.9000474651067325,52.52499999999999,1.9127411740558289,-2.866202226944985,-0.514055884495777,-3.114857806882661,-0.26540030455810104
2024,울산,178,2,6814.09,울산,100.9,247.5,71.20689655172414,5.952729885057472,105.4,6.260057471264368,29,5.500201795169831,2024-02,-2.502227041788764,-80.04999999999998,99.85,18.49148193760263,0.8873152709359609,64.30000000000001,1.9050075258010635,-3.0162829262845805,0.5140558844958165,-2.7676273463469174,0.26540030455815344
2021,서울,44,3,4907.55,서울,213.0,476.94,62.869623655913976,8.974596774193548,110.9,4.604838709677419,31,14.991293988269796,2021-03,0.46802050240306414,7.549999999999983,8.72750000000002,4.657716275659823,0.6486567470896656,47.425000000000004,0.265187616635564,0.5943335376136516,-0.12631303521058745,0.5448211392745786,-0.0768006368715145
2021,울산,113,3,7711.13,울산,204.5,0.0,67.94489247311827,10.506989247311829,138.9,5.491935483870968,31,9.17205490531925,2021-03,-0.24536000599402463,-11.150000000000006,-249.0775,8.49764784946236,0.4561491935483879,53.17500000000001,0.6815767707108966,-0.37167304120453826,0.12631303521051362,-0.3221606428656018,0.07680063687157718
2022,서울,48,3,4763.75,서울,173.0,425.4,62.04704301075269,7.615994623655913,102.6,5.30241935483871,31,13.339353718637993,2022-03,-1.1839197672287387,-32.45000000000002,-42.8125,3.8351356304985345,-0.7099454034479695,39.12499999999999,0.9627682617968549,-0.8474454274668264,-0.3364743397619123,-0.958005365833529,-0.22591440139520969
2022,울산,125,3,8720.28,울산,211.5,0.0,59.685483870967744,9.841666666666669,55.5,5.209176788124156,31,9.376645161290323,2022-03,-0.040769750022951357,-4.150000000000006,-249.0775,0.23823924731183155,-0.20917338709677225,-30.224999999999994,0.39881807496408506,-0.37724408978475577,0.3364743397618044,-0.26668415141817203,0.22591440139522068
2023,서울,50,3,5692.65,서울,239.8,520.5699999999999,51.17338709677419,9.763306451612904,10.5,3.462365591397849,31,15.30282258064516,2023-03,0.779549094778428,34.349999999999994,52.35749999999996,-7.038520283479961,1.4373664245090207,-52.975,-0.877285501644006,0.3192446891898089,0.4603044055886191,0.5026853593389815,0.27686373543944653
2023,울산,148,3,10157.68,울산,231.5,514.4,53.854838709677416,11.38239247311828,68.3,4.094086021505376,31,9.224861958732928,2023-03,-0.19255295258034621,15.849999999999994,265.3225,-5.592405913978496,1.3315524193548391,-17.424999999999997,-0.7162726916546953,0.2677514530081463,-0.4603044055884925,0.08431078285920027,-0.27686373543954645
2024,서울,50,3,5378.98,서울,196.00000000000003,449.94000000000005,56.75757575757576,6.949862258953169,29.9,3.9889807162534434,31,14.459623655913978,2024-03,-0.06364982995275348,-9.449999999999989,-18.272499999999923,-1.4543316226783958,-1.3760777681507141,-33.575,-0.3506703767884116,-0.06613279933665137,0.0024829693838978872,-0.08950113278000107,0.025851302827247596
2024,울산,178,3,13105.6,울산,215.1,481.91,56.303763440860216,8.47231182795699,80.19999999999999,4.446236559139785,31,9.896097619910597,2024-03,0.4786827085973222,-0.5500000000000114,232.83250000000004,-3.1434811827956963,-1.5785282258064512,-5.525000000000006,-0.36412215402028636,0.4811656779811278,-0.0024829693838056,0.5045340114246017,-0.025851302827279543
2021,서울,44,4,5397.13,서울,208.6,558.28,54.290277777777774,14.162916666666668,124.10000000000002,4.911111111111111,30,17.036395202020202,2021-04,0.6418377788299665,-3.0250000000000057,0.8524999999999636,-2.0982638888888943,-0.5766319444444417,55.45000000000002,0.1097222222222225,0.644742709521289,-0.0029049306913224715,0.5733875524265641,0.06845022640340237
2021,울산,113,4,9333.92,울산,241.5,0.0,61.71527777777778,13.819583333333334,73.89999999999999,4.993055555555555,30,11.472369714847591,2021-04,0.6402415461822564,13.599999999999994,-263.5375,-0.7829861111111072,-0.5621527777777775,-4.025000000000006,0.18532104775150682,0.6373366154910501,0.002904930691206231,0.7086917725856752,-0.0684502264034188
2022,서울,48,4,6387.37,서울,246.40000000000003,615.24,55.21944444444444,14.724166666666664,20.4,4.163888888888889,30,18.48197337962963,2022-04,2.0874159564393935,34.775000000000034,57.8125,-1.1690972222222271,-0.01538194444444585,-48.25000000000001,-0.6375000000000002,1.9845920327577575,0.10282392368163595,2.018171297484736,0.06924465895465737
2022,울산,125,4,10623.48,울산,258.3,0.0,58.75972222222222,14.722777777777775,81.0,4.275382475660639,30,11.803866666666666,2022-04,0.971738498001331,30.400000000000006,-263.5375,-3.738541666666663,0.3410416666666638,3.075000000000003,-0.5323520321434092,1.074562421683063,-0.10282392368173188,1.0409831569560573,-0.0692446589547262
2023,서울,50,4,5151.06,서울,182.3,498.03,59.85694444444445,13.769166666666663,96.9,5.277777777777778,30,14.308500000000002,2023-04,-2.0860574231902334,-29.32499999999999,-59.397500000000036,3.468402777777783,-0.9703819444444459,28.25,0.47638888888888875,-2.274409124242439,0.18835170105220556,-2.208139074949111,0.12208165175887764
2023,울산,148,4,10618.0,울산,225.0,555.14,60.06805555555555,14.083611111111113,57.7,4.254166666666666,30,9.96433933933934,2023-04,-0.8677888293259954,-2.9000000000000057,291.60249999999996,-2.430208333333333,-0.29812499999999886,-20.224999999999994,-0.5535678411373821,-0.6794371282739239,-0.18835170105207155,-0.7457071775671045,-0.12208165175889096
2024,서울,50,4,5670.49,서울,209.2,558.1600000000001,56.1875,16.301944444444445,33.2,4.852777777777778,30,15.751361111111112,2024-04,-0.6431963120791231,-2.4250000000000114,0.7325000000000728,-0.20104166666666856,1.5623958333333352,-35.45,0.05138888888888893,-0.35492561803661316,-0.28827069404250993,-0.38341977496213264,-0.25977653711699045
2024,울산,178,4,12928.7,울산,186.8,499.01,69.45,14.900972222222224,99.1,5.708333333333333,30,10.08793695380774,2024-04,-0.7441912148575955,-41.099999999999994,235.47249999999997,6.951736111111117,0.5192361111111126,21.174999999999997,0.9005988255292845,-1.0324619089001983,0.28827069404260275,-1.0039677519745753,0.2597765371169798
2021,서울,44,5,5047.46,서울,203.7,570.5,68.18279569892474,17.037768817204302,183.1,5.631720430107527,31,15.418682795698924,2021-05,-2.12431899641577,-47.20000000000002,-97.04250000000002,5.807459677419359,-1.4901545698924714,65.27499999999999,0.873991935483871,-1.873225964077911,-0.25109303233785907,-1.980893756269043,-0.14342524014672708
2021,울산,113,5,8745.09,울산,219.0,0.0,68.21505376344086,17.70806451612903,120.4,5.956989247311828,31,10.401905509563232,2021-05,-1.4237729278751186,-33.57499999999999,-319.2525,4.288306451612904,-0.4228158602150529,22.650000000000006,0.8881048387096779,-1.6748659602128273,0.25109303233770874,-1.5671981680219467,0.14342524014682811
2022,서울,48,5,7167.28,서울,302.3,764.61,55.63172043010753,19.09744623655914,7.5,3.938172043010753,31,20.06966845878136,2022-05,2.5266666666666673,51.400000000000006,97.0675,-6.743615591397848,0.5695228494623663,-110.325,-0.819556451612903,2.6120301407951794,-0.08536347412851208,2.7704328114408105,-0.24376614477414327
2022,울산,125,5,12971.78,울산,318.2,0.0,54.348118279569896,19.18158602150537,6.1,4.020161290322581,31,13.94815053763441,2022-05,2.1224721001960596,65.625,-319.2525,-9.578629032258064,1.0507056451612868,-91.65,-1.048723118279569,2.037108626067678,0.08536347412838152,1.8787059554219194,0.24376614477414016
2023,서울,50,5,6246.18,서울,235.6,648.1800000000001,62.4744623655914,19.50900537634409,155.60000000000002,5.283602150537634,31,16.790806451612905,2023-05,-0.7521953405017889,-15.300000000000011,-19.362499999999955,0.09912634408602372,0.9810819892473148,37.77500000000002,0.525873655913978,-1.1222664346833127,0.37007109418152373,-1.2759167084929337,0.5237213679911448
2023,울산,148,5,10621.83,울산,200.0,565.3,69.21505376344086,17.758736559139784,195.2,6.05510752688172,31,9.64638731473409,2023-05,-2.17929112270426,-52.57499999999999,246.04749999999996,5.288306451612904,-0.3721438172043001,97.44999999999999,0.98622311827957,-1.8092200285228555,-0.3700710941814047,-1.6555697547131683,-0.5237213679910919
2024,서울,50,5,6656.14,서울,262.0,686.88,63.21236559139785,18.467473118279568,125.1,4.17741935483871,31,17.892849462365593,2024-05,0.3498476702508988,11.099999999999994,19.337499999999977,0.8370295698924721,-0.060450268817206165,7.2749999999999915,-0.580309139784946,0.383462257966043,-0.033614587715144195,0.48637765332111327,-0.13652998307021447
2024,울산,178,5,17621.76,울산,273.1,711.71,63.928763440860216,17.87513440860215,69.3,4.243279569892473,31,13.306270387821671,2024-05,1.480591950383321,20.525000000000034,392.45750000000004,0.002016129032256231,-0.2557459677419338,-28.450000000000003,-0.825604838709677,1.4469773626680023,0.03361458771531867,1.3440619673131424,0.1365299830701785
2021,서울,44,6,4988.7,서울,185.5,563.35,72.65138888888889,22.781111111111112,104.6,5.888888888888889,30,15.74715909090909,2021-06,0.02352672558922464,-14.025000000000006,-9.307500000000005,3.01840277777778,-0.725868055555555,-97.87500000000003,0.13611111111111107,-0.04637996611857195,0.06990669170779659,-0.10612318925909943,0.12964991484832405
2021,울산,113,6,8291.0,울산,212.7,0.0,80.28888888888889,21.62708333333333,93.8,6.483333333333333,30,10.190511307767943,2021-06,-0.61910092000746,-0.32499999999998863,-300.45000000000005,4.727777777777774,-0.593715277777779,-32.92500000000001,0.2815972222222225,-0.549194228299505,-0.06990669170795494,-0.4894510051592803,-0.12964991484817967
2022,서울,48,6,4398.08,서울,131.9,440.59,73.12361111111112,23.30305555555556,393.8,7.020833333333333,30,12.725925925925926,2022-06,-2.997706439393939,-67.625,-132.06750000000005,3.4906250000000085,-0.20392361111110802,191.325,1.2680555555555548,-2.7218533846674777,-0.27585305472646127,-2.817814595079922,-0.17989184431401695
2022,울산,125,6,9350.6,울산,225.7,0.0,77.35694444444445,22.405972222222225,147.1,5.873611111111111,30,10.389555555555557,2022-06,-0.42005667221984666,12.675000000000011,-300.45000000000005,1.7958333333333343,0.1851736111111144,20.374999999999986,-0.328125,-0.6959097269461417,0.27585305472629507,-0.599948516533835,0.1798918443139883
2023,서울,50,6,5669.51,서울,195.1,572.1700000000001,72.32916666666667,23.37625,195.6,5.856944444444444,30,15.748638888888888,2023-06,0.02500652356902222,-4.425000000000011,-0.4874999999999545,2.696180555555557,-0.13072916666666856,-6.875000000000028,0.10416666666666607,-0.21135941434887767,0.2363659379178999,-0.26919292825138524,0.29419945182040746
2023,울산,148,6,11541.2,울산,204.7,602.1400000000001,73.91666666666667,22.27902777777777,141.4,6.336111111111111,30,10.830705705705707,2023-06,0.021093477930303806,-8.324999999999989,301.69000000000005,-1.6444444444444457,0.05822916666665989,14.674999999999997,0.13437500000000036,0.25745941584806953,-0.23636593791776572,0.3152929297507195,-0.2941994518204157
2024,서울,50,6,6722.21,서울,285.6,714.52,60.42777777777778,24.5675,115.9,4.2444444444444445,30,18.67280555555556,2024-06,2.949173190235694,86.07500000000002,141.86249999999995,-9.205208333333331,1.0605208333333316,-86.57500000000002,-1.5083333333333337,2.9795927651349463,-0.0304195748992524,3.1931307125903747,-0.24395752235468082
2024,울산,178,6,15158.35,울산,209.0,599.66,70.68194444444444,22.57111111111111,124.60000000000002,6.113888888888889,30,11.82767634207241,2024-06,1.0180641142970064,-4.024999999999977,299.2099999999999,-4.879166666666677,0.35031250000000114,-2.124999999999986,-0.08784722222222197,0.9876445393975923,0.030419574899414048,0.7741065919423631,0.2439575223546433
2021,서울,44,7,5118.98,서울,195.2,578.31,70.98387096774194,28.079973118279568,168.3,5.884408602150538,31,15.637157869012707,2021-07,2.4472691634082757,50.77499999999998,86.22749999999996,-6.631720430107521,0.9198924731182814,-190.87499999999994,-0.8726478494623651,2.100254080982589,0.34701508242568657,2.188432816832756,0.2588363465755199
2021,울산,113,7,8204.16,울산,235.8,0.0,85.06317204301075,25.94637096774193,189.3,6.587365591397849,31,9.758492720525265,2021-07,-0.004159065413743335,40.75,-274.5525,3.582022849462362,-0.19711021505376536,-8.299999999999983,0.07392473118279508,0.3428560170120715,-0.34701508242581486,0.2546772811618479,-0.25883634657559124
2022,서울,48,7,4794.04,서울,140.1,508.79,77.22446236559139,27.32258064516129,251.2,6.865591397849462,31,13.424171146953404,2022-07,0.23428244134897191,-4.325000000000017,16.70750000000004,-0.39112903225806406,0.16250000000000142,-107.97499999999997,0.10853494623655902,0.5116740255628077,-0.2773915842138358,0.5037290014102328,-0.2694465600612609
2022,울산,125,7,8937.5,울산,183.9,0.0,83.0630376344086,25.951478494623657,125.0,6.595430107526882,31,9.61021505376344,2022-07,-0.15243673217556797,-11.150000000000006,-274.5525,1.5818884408602116,-0.19200268817203892,-72.6,0.081989247311828,-0.4298283163892871,0.2773915842137191,-0.42188329223692334,0.26944656006135537
2023,서울,50,7,4635.28,서울,146.10000000000002,478.8,81.13037634408602,26.68010752688172,459.9,6.670698924731183,31,12.46043010752688,2023-07,-0.7294585980775512,1.6750000000000114,-13.28249999999997,3.51478494623656,-0.4799731182795668,100.72500000000002,-0.08635752688172005,-0.650475753063348,-0.07898284501420316,-0.7131467648637343,-0.016311833213816906
2023,울산,148,7,10128.0,울산,166.90000000000003,533.64,80.39784946236558,25.76344086021505,266.9,6.645161290322581,31,9.19790758500436,2023-07,-0.5647442009346477,-28.149999999999977,259.0875,-1.0832997311828052,-0.3800403225806477,69.29999999999998,0.131720430107527,-0.6437270459489863,0.07898284501433861,-0.5810560341485067,0.016311833213858984
2024,서울,50,7,4180.46,서울,96.3,402.43,81.1236559139785,26.55766129032257,557.3,7.60752688172043,31,11.237795698924732,2024-07,-1.9520930066797,-48.125000000000014,-89.65249999999997,3.508064516129039,-0.602419354838716,198.125,0.850470430107527,-1.9614523534820374,0.00935934680233741,-1.9790150533792545,0.026922046699554558
2024,울산,178,7,13884.16,울산,193.6,564.5699999999999,77.40053763440861,26.912634408602152,209.2,6.225806451612903,31,10.483991784462969,2024-07,0.7213399985239608,-1.450000000000017,290.0174999999999,-4.080611559139783,0.7691532258064555,11.599999999999994,-0.28763440860215095,0.7306993453262117,-0.009359346802250923,0.7482620452235821,-0.026922046699621283
2021,서울,44,8,4072.12,서울,127.3,428.88,74.41666666666667,25.850537634408607,206.80000000000004,7.0822102425876015,31,12.43927174975562,2021-08,-0.3172573771994145,-17.375000000000014,-23.735000000000014,-1.5188172043010724,-1.1742943548387075,-79.1,0.5999641335536037,-0.2754311831952501,-0.041826194004164374,-0.4137990022587612,0.09654162505934671
2021,울산,113,8,6654.68,울산,166.3,0.0,86.56451612903226,25.347311827956982,443.9,6.991869918699187,31,7.915453420877344,2021-08,-1.8728994987977137,-32.82499999999999,-296.36249999999995,6.376008064516128,-1.2078965053763504,175.425,1.0275045895620245,-1.9147256928017697,0.04182619400405607,-1.776357873738486,-0.0965416250592277
2022,서울,48,8,4029.27,서울,116.3,403.88,80.32123655913979,25.733870967741936,565.9,7.416666666666667,31,11.28267809139785,2022-08,-1.4738510355571837,-28.375000000000014,-48.735000000000014,4.385752688172047,-1.2909610215053782,279.99999999999994,0.9344205576326692,-1.4987319008255198,0.024880865268336105,-1.5447061595160365,0.07085512395885285
2022,울산,125,8,8464.37,울산,162.0,0.0,78.71908602150538,26.38427419354839,138.5,6.876344086021505,31,9.101473118279571,2022-08,-0.6868798013954862,-37.125,-296.36249999999995,-1.469422043010752,-0.17093413978494354,-129.97499999999997,0.9119787568843423,-0.66199893612702,-0.024880865268466223,-0.6160246774365616,-0.07085512395892457
2023,서울,50,8,4702.84,서울,156.1,469.77,76.34408602150538,27.19704301075269,298.1,6.538978494623656,31,12.642043010752689,2023-08,-0.11448611620234495,11.424999999999983,17.154999999999973,0.40860215053763227,0.17221102150537604,12.199999999999989,0.05673238558965821,-0.08390031198544844,-0.03058580421689651,-0.12675016615531717,0.012264049952972228
2023,울산,148,8,10403.66,울산,196.2,530.65,79.6008064516129,26.54005376344086,402.4,5.831989247311828,31,9.448252688172044,2023-08,-0.3401002315030137,-2.9250000000000114,234.28750000000002,-0.5877016129032313,-0.015154569892473546,133.925,-0.13237608182533478,-0.37068603572001046,0.030585804216996748,-0.32783618155001304,-0.012264049953000677
2024,서울,50,8,5454.31,서울,179.0,507.93,72.65994623655914,29.31787634408602,72.79999999999998,4.891129032258065,31,14.66212365591398,2024-08,1.9055945289589467,34.32499999999999,55.315,-3.2755376344086073,2.293044354838706,-213.10000000000005,-1.5911170767759328,1.858063396006227,0.04753113295271971,2.0852553279301422,-0.17966079897119558
2024,울산,178,8,16803.28,울산,272.0,654.8,75.86962365591398,27.949193548387093,89.10000000000001,4.157258064516129,31,12.68823245137127,2024-08,2.8998795316962127,72.875,358.4375,-4.318884408602145,1.3939852150537604,-179.37499999999994,-1.8071072646210338,2.947410664648806,-0.04753113295259315,2.7202187327250873,0.1796607989711254
2021,서울,44,9,4614.26,서울,182.0,474.14,70.96111111111111,22.56194444444445,135.4,5.5569444444444445,30,14.565214646464646,2021-09,0.7995724431818196,4.524999999999977,15.299999999999955,-0.2055555555555486,-0.9420486111111082,-18.375,-0.05833333333333357,0.048147298383724974,0.7514251447980946,0.10527032301902296,0.6943021201627967
2021,울산,113,9,5791.38,울산,136.9,0.0,83.275,22.095694444444447,125.2,7.104311543810849,30,7.118215339233039,2021-09,-1.1044804452496138,-8.649999999999977,-212.67000000000002,2.6569444444444485,-0.7283333333333317,-105.94999999999997,0.5577475467470254,-0.3530553004514278,-0.7514251447981859,-0.4101783250869218,-0.694302120162692
2022,서울,48,9,5045.46,서울,203.90000000000003,496.22,68.25694444444444,22.34486111111111,201.3,5.284722222222222,30,14.599131944444444,2022-09,0.8334897411616176,26.42500000000001,37.379999999999995,-2.9097222222222143,-1.1591319444444466,47.525000000000006,-0.3305555555555557,1.1368997073876441,-0.30340996622602656,1.109985443223136,-0.2764957020615184
2022,울산,125,9,7483.92,울산,134.7,0.0,78.89583333333333,21.65458333333333,284.79999999999995,6.880555555555556,30,8.315466666666667,2022-09,0.09277088218401452,-10.849999999999994,-212.67000000000002,-1.7222222222222285,-1.1694444444444478,53.64999999999998,0.333991558491733,-0.21063908404191656,0.3034099662259311,-0.18372481987757008,0.2764957020615846
2023,서울,50,9,4551.33,서울,157.10000000000002,425.79,73.6625,23.63583333333333,134.5,6.220833333333333,30,12.642583333333333,2023-09,-1.123058869949494,-20.375,-33.05000000000001,2.495833333333337,0.13184027777777274,-19.275000000000006,0.6055555555555552,-1.0379569992338746,-0.08510187071561948,-1.083816493068735,-0.039242376880759045
2023,울산,148,9,8384.5,울산,142.89999999999998,397.49,80.39166666666667,22.90958333333333,277.6,6.4375,30,7.868337087087086,2023-09,-0.3543586973955666,-2.6500000000000057,184.82,-0.22638888888889142,0.08555555555555117,46.450000000000045,-0.10906399706382341,-0.43946056811127115,0.08510187071570458,-0.39360107427628443,0.039242376880717855
2024,서울,50,9,4772.03,서울,166.89999999999998,439.21,71.78611111111111,25.473333333333336,143.9,5.398611111111111,30,13.255638888888887,2024-09,-0.5100033143939395,-10.575000000000045,-19.630000000000052,0.6194444444444542,1.9693402777777784,-9.875,-0.21666666666666679,-0.14709000653748094,-0.3629133078564586,-0.13143927317344195,-0.3785640412204976
2024,울산,178,9,12288.96,울산,167.7,453.19,79.90972222222223,24.63625,237.0,5.763888888888889,30,9.58876404494382,2024-09,1.3660682604611676,22.150000000000006,240.51999999999998,-0.7083333333333286,1.8122222222222213,5.850000000000023,-0.7826751081749341,1.003154952604626,0.36291330785654163,0.987504219240759,0.37856404122040854
2021,서울,44,10,3995.58,서울,168.4,353.63,69.73521505376344,15.579301075268818,57.0,4.801075268817204,31,12.205461876832844,2021-10,-0.39219727517106584,-21.474999999999994,-35.754999999999995,1.0762768817204318,-0.06155913978494709,-14.525000000000006,0.425739247311828,-0.6933020798337853,0.3011048046627195,-0.5707967063769039,0.1785994312058381
2021,울산,113,10,7202.58,울산,214.9,0.0,74.96236559139786,17.063709677419354,48.99999999999999,4.193548387096774,31,8.56715672280902,2021-10,-0.24087229663556542,21.07499999999999,-193.945,5.0181451612903345,0.24059139784946026,-15.500000000000007,-0.612231182795699,0.06023250802725591,-0.3011048046628213,-0.06227286542975918,-0.17859943120580624
2022,서울,48,10,4713.0,서울,216.0,420.22,68.76612903225806,14.546370967741936,124.1,4.221774193548387,31,13.197244623655912,2022-10,0.5995854716520022,26.125,30.835000000000036,0.10719086021505575,-1.094489247311829,52.57499999999999,-0.15356182795698903,0.6186877171043657,-0.019102245452363498,0.6449840254465736,-0.04539855379457147
2022,울산,125,10,8396.5,울산,208.90000000000003,0.0,67.07661290322581,16.025537634408604,30.4,4.943548387096774,31,9.028494623655911,2022-10,0.22046560421132533,15.075000000000017,-193.945,-2.867607526881713,-0.7975806451612897,-34.1,0.137768817204301,0.20136335875903677,0.019102245452288558,0.1750670504167199,0.04539855379460542
2023,서울,50,10,4952.23,서울,208.7,416.58,66.52016129032258,15.767741935483873,31.0,3.793010752688172,31,13.31244623655914,2023-10,0.7147870845552298,18.82499999999999,27.194999999999993,-2.138776881720432,0.1268817204301076,-40.525000000000006,-0.582325268817204,0.6288063197848569,0.08598076477037286,0.6867445195146102,0.028042565040619527
2023,울산,148,10,11077.42,울산,229.8,459.27,61.85618279569893,16.388575268817206,4.300000000000001,3.641129032258065,31,10.060138767800058,2023-10,1.2521097483554726,35.974999999999994,265.325,-8.088037634408593,-0.4345430107526873,-60.2,-1.164650537634408,1.3380905131257215,-0.08598076477024885,1.2801523133961978,-0.02804256504072522
2024,서울,50,10,4343.28,서울,166.40000000000003,367.11,69.61424731182795,16.670026881720432,74.0,4.685483870967742,31,11.675483870967742,2024-10,-0.9221752810361679,-23.474999999999966,-22.274999999999977,0.9553091397849443,1.0291666666666668,2.4749999999999943,0.31014784946236595,-0.5541919570554461,-0.36798332398072175,-0.7609318385842851,-0.1612434424518827
2024,울산,178,10,10033.48,울산,121.7,316.51,75.88172043010752,17.814650537634407,174.3,6.44489247311828,31,7.57632596351335,2024-10,-1.231703055931236,-72.12500000000001,122.565,5.9375,0.9915322580645132,109.80000000000001,1.639112903225807,-1.599686379912027,0.3679833239807908,-1.3929464983831676,0.16124344245193156
2021,서울,44,11,3253.8,서울,163.6,271.64,67.91666666666667,8.200972222222223,62.400000000000006,4.101388888888889,30,10.270833333333334,2021-11,-0.15283593749999902,-13.025000000000006,-15.904999999999973,3.1996527777777857,-0.5300694444444431,-9.799999999999997,0.15555555555555545,-0.3329877977772798,0.1801518602772808,-0.40133843138284037,0.24850249388284135
