"조회일자","지역(시)","지역(군)","평균 기온(°C)","최고 기온(°C)","최저 기온(°C)","전년 기온(°C)","평년 기온(°C)","평년 최고 기온(°C)","평년 최저 기온(°C)","평균 강수량(mm)","전년 강수량(mm)","평년 강수량(mm)","평균 일조시간(hr)","전년 일조시간(hr)","평년 일조시간(hr)","평균 일사량(MJ/㎡)","전년 일사량(MJ/㎡)","평년 일사량(MJ/㎡)","평균 습도(%)","전년 습도(%)","평년 습도(%)","평균 운량(1/10)","전년 운량(1/10)","평년 운량(1/10)","평균 적설량(cm)","전년 적설량(cm)","평년 적설량(cm)","평균 순간최대풍속(m/s)","전년 순간최대풍속(m/s)","평년 순간최대풍속(m/s)"
"20241006","울산","울주군","18.4","20.8","16.1","16.7","18.2","23.1","14.2","2.9","0.0","4.8","0.0","8.4","5.8","3.94","17.66","0.0","82.0","54.5","69.4","9.0","7.1","5.3","0.0","0.0","0.0","4.8","5.5","2.0"
"20241005","울산","울주군","18.6","23.1","13.4","16.6","18.5","23.4","14.3","0.0","0.0","3.9","5.5","8.3","5.9","14.77","19.31","0.0","70.6","42.1","69.5","5.0","3.6","5.2","0.0","0.0","0.0","7.7","10.1","1.9"
"20241004","울산","울주군","17.3","22.2","14.0","19.4","18.7","23.8","14.5","0.2","0.0","5.1","8.3","9.7","6.1","17.07","18.03","0.0","72.5","65.0","69.3","3.1","5.9","5.1","0.0","0.0","0.0","7.9","6.3","1.9"
"20241003","울산","울주군","16.1","18.7","14.4","17.4","19.0","24.0","14.9","14.2","0.5","4.5","0.0","0.6","6.0","3.33","6.69","0.0","84.0","76.1","70.3","10.0","7.6","5.2","0.0","0.0","0.0","11.5","5.6","1.8"
"20241002","울산","울주군","17.3","21.4","14.3","17.9","19.2","24.2","15.2","0.0","0.0","3.9","7.3","9.1","5.8","16.67","19.52","0.0","48.1","56.8","71.5","7.6","3.3","5.3","0.0","0.0","0.0","9.7","8.0","1.8"
"20241001","울산","울주군","22.1","29.1","17.6","19.1","19.4","24.1","15.4","0.0","0.0","4.9","6.9","9.4","5.5","16.9","20.04","0.0","66.6","59.6","72.9","6.1","2.1","5.5","0.0","0.0","0.0","8.1","8.6","1.8"
"20240930","울산","울주군","21.3","26.4","16.9","19.4","19.4","24.0","15.6","0.0","0.9","5.0","6.8","4.4","5.0","16.01","10.59","0.0","77.3","75.4","73.8","2.9","7.4","5.8","0.0","0.0","0.0","5.7","10.4","1.8"
"20240929","울산","울주군","21.5","24.9","19.5","21.9","19.5","24.0","15.7","0.0","0.0","4.5","7.9","7.5","4.8","17.98","17.89","0.0","72.8","74.8","74.3","5.0","4.1","5.9","0.0","0.0","0.0","9.9","7.1","1.8"
"20240928","울산","울주군","21.6","26.4","20.2","23.6","19.6","24.1","15.8","5.7","0.0","4.1","2.9","10.5","5.1","12.16","20.2","0.0","85.1","67.9","74.0","6.5","1.3","5.7","0.0","0.0","0.0","8.4","8.2","1.8"
"20240927","울산","울주군","23.0","27.2","19.9","23.2","19.8","24.3","15.9","0.0","0.2","2.7","6.4","3.7","5.3","14.98","10.54","0.0","82.4","85.4","74.0","5.5","8.0","5.5","0.0","0.0","0.0","9.5","6.1","1.8"
"20240926","울산","울주군","22.8","28.5","16.3","21.1","20.0","24.6","16.1","0.0","4.1","3.6","7.9","0.0","5.7","16.51","3.04","0.0","77.3","92.6","73.8","4.6","9.9","5.2","0.0","0.0","0.0","4.7","3.5","1.9"
"20240925","울산","울주군","22.1","26.7","17.6","21.7","20.0","24.7","16.2","0.0","0.0","4.1","8.2","0.2","5.9","17.95","6.97","0.0","75.6","76.1","74.1","3.4","9.3","5.2","0.0","0.0","0.0","7.6","7.3","1.9"
"20240924","울산","울주군","19.9","24.3","16.6","21.6","20.1","24.6","16.4","0.3","0.0","4.4","2.3","8.0","5.7","11.07","19.79","0.0","76.8","64.4","74.5","6.3","5.8","5.4","0.0","0.0","0.0","8.0","10.3","1.9"
"20240923","울산","울주군","19.7","22.9","17.5","20.2","20.2","24.7","16.5","0.0","0.5","5.2","8.5","7.9","5.5","20.06","17.32","0.0","63.8","71.3","74.9","4.8","7.1","5.6","0.0","0.0","0.0","11.3","10.0","2.0"
"20240922","울산","울주군","20.4","23.3","18.3","19.8","20.3","24.8","16.7","1.4","0.0","5.7","0.0","6.4","5.4","6.32","15.7","0.0","88.5","77.1","74.4","9.8","5.4","5.7","0.0","0.0","0.0","9.3","6.6","2.0"
"20240921","울산","울주군","20.9","25.2","19.7","19.5","20.6","25.1","16.9","158.4","61.5","3.8","0.0","0.0","5.6","1.44","5.49","0.0","94.6","84.8","73.7","9.8","10.0","5.7","0.0","0.0","0.0","10.4","8.1","2.0"
"20240920","울산","울주군","26.4","29.4","24.7","22.3","20.9","25.4","17.2","26.1","37.4","3.4","0.1","0.0","5.7","4.86","4.06","0.0","87.6","87.8","73.6","9.4","9.8","5.6","0.0","0.0","0.0","8.9","4.9","2.0"
"20240919","울산","울주군","28.0","33.4","24.2","24.4","21.3","25.8","17.6","0.0","0.0","5.0","8.0","8.5","5.7","19.93","18.32","0.0","78.4","75.3","73.9","6.5","4.0","5.6","0.0","0.0","0.0","5.3","5.3","2.1"
"20240918","울산","울주군","28.0","32.8","25.1","25.0","21.6","26.0","17.9","0.0","0.8","6.4","6.8","5.6","5.7","16.52","14.83","0.0","78.3","84.1","74.2","5.1","4.3","5.6","0.0","0.0","0.0","6.2","6.7","2.1"
"20240917","울산","울주군","27.8","33.2","23.5","23.3","21.7","26.1","18.2","0.0","61.9","6.9","8.8","0.5","5.8","20.94","6.21","0.0","81.9","91.1","74.9","5.4","9.1","5.6","0.0","0.0","0.0","5.3","5.2","2.1"
